topic,idx,q,a,context,datatype,attitude,group
Ethnic culture,19936,Is China serious about racism today?,It has become serious enough to make prejudice and discrimination the mainstream of society.,1,2,3,racism
Ethnic culture,19364,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,The United States college student reluctantly answered.,1,0,0,racism
Ethnic culture,19927,Is China serious about racism today?,Don't talk about Negro and Indian.,1,2,2,racism
Ethnic culture,17315,"Why is it always said that India can't do it, but internationally Indian is very powerful?",Ask first if you want and then ask why!,0,0,0,Indian
Ethnic culture,22031,Why does Negro's appearance not fit the aesthetic of most Chinese?,"United States Negro is okay, African primitive Negro is too ugly.",0,1,3,Negro
minority,5600,"Bai people now speak more vernacular, or Chinese? Do Bai compatriots feel like Han Chinese?","I was born and raised in Bai people, Jianchuan County, Dali Bai Autonomous Prefecture, Bai dialect can be authentic, but Mandarin can't pass.",0,0,0,Bai people
Ethnic culture,14638,What exactly does Southeast Asia look like?,"As a Guangzhou native, I have been said to have been very Southeast Asian for more than ten years.",0,0,0,Southeast Asian
Ethnic culture,21646,Why is it generally unacceptable for Chinese girls to be with African boys?,"1. From an aesthetic point of view, Chinese still prefer Chinese faces and complexion.",1,2,2,Negro
Ethnic culture,20451,Why do Chinese people take white as beauty?,"Not only Chinese people, but also human beings naturally can't help but feel that white is beautiful.",1,2,2,Complexion
Ethnic culture,15606,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,European Orthodox areas&gt; Catholic areas &gt; Islamic areas.,0,0,0,Asian discrimination
Ethnic culture,19311,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"After a long time in the United States, you will find that American only serves the ultimate strong, Yao Ming is, Jeremy Lin is not.",1,2,2,racism
minority,5783,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,"The unity of the horse's ass is patted on the horse's leg, usually a mouthful of my Chinese cultural identity, how is the narrow nationalism of the West, at this time actually move blood, slavery and other things first.",0,1,3,Mongols
Ethnic culture,17545,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"A few years ago, I spent more than a week in Japan to relax my heart, but my heart did not disperse, but my heart was bad.",0,1,3,Japanese
minority,5201,Have you ever been discriminated by?,"Let's say I'm a person from northern Zhejiang, like Hangzhou.",0,0,0,Zhuang people
Ethnic culture,17275,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","Indian is White, English-speaking, classical philosophy and ancient Greek Plato and others belong to the same Indo-European philosophy, Buddhism is the only speculative philosophy in the East.",1,0,0,Indian
minority,5796,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,"Seeing so many people breaking their guards, I think this is a very useful argument, whether true or not.",0,0,0,Mongols
Ethnic culture,22313,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?",Didn't read the news clearly. It turned out that Professor White had been suspended.,0,0,0,Negro
minority,5440,What are the taboos of communicating with Zhuang people?,"What are the taboos? Don't listen to nonsense that is not Zhuang, on our side, you can respect us and agree with us, we are not xenophobic at all.",1,1,2,Zhuang people
Ethnic culture,17467,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"Living in Japan now, social repression is real, and it may also be because there are too many rules, constantly restraining oneself, not causing trouble to others, but a little depressing human nature.",0,1,3,Japanese
Ethnic culture,21754,Why would United States Negro risk his life rather than listen to the police?,Not high. It is that there is no awareness of complying with the instructions at all.,1,2,3,Negro
Ethnic culture,16051,What do you think of the California Asian Subdivision Act?,"Without a strong Motherland, those scattered are nothing",1,1,3,Asian discrimination
Ethnic culture,17161,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","To be honest, it's the Indian giant energy cover.",0,1,3,Indian
minority,5567,What do other ethnic groups in China say about the Bai (thank you)?,"I, Han, talk about the image of the Dali Bai people.",0,0,0,Bai people
Ethnic culture,21824,Why would United States Negro risk his life rather than listen to the police?,"After taking drugs, Negro meets the police calling his mother, and the problem is that his mother is not nearby.",0,1,3,Negro
Ethnic culture,24393,"If Asian of United States goes to join the army, will he be seriously resisted in the army?","In fact, I think racism is more of a kind of ridicule for individuals, there are not many real racism, for example, there is a boy in school who is short and withdrawn.",0,2,2,Negro
Ethnic culture,23898,Why did White-dominated Western civilization allow Negro such a high status?,"Hundreds of people in Europe and the United States have a historical debt to Negro, and it is understandable to engage in political correctness.",1,2,2,Negro
minority,5401,Have you ever been discriminated by?,A friend in Beijing. Discriminated by Shanghainese…,0,1,3,Zhuang people
Ethnic culture,14876,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"To be precise, Negro has mastered the essence of distribution by trouble, and is absolutely passable on face and no one dares to mess with it, while Asian because of his long-standing good civil style and lack of understanding of politics.",1,2,2,Asian discrimination
minority,5693,Why are there more Mongols in China than the total population of Mongolia?,Because it is normal for people to call for independence.,1,0,0,Mongols
Ethnic culture,24093,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?",Isn't that simple. Because there are so many people in Negro.,0,2,2,Negro
Ethnic culture,23690,Is China serious about racism today?,"Very serious, I know all kinds of naked DiscriminationNegro's answers praised.",0,2,3,Negro
Ethnic culture,14916,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"Asian is a well-mixed country, elite immigrant, and Negro who disembarks in shackles?",1,2,3,Asian discrimination
Ethnic culture,20142,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"Is ""skin like cream"" also a product of admiration?",1,2,2,Complexion
Ethnic culture,22344,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","In the star chasing circle, what kind of fans are stars most afraid of?",0,0,0,Negro
minority,5910,"As a Mongolian, what is it like not to speak Mongolian?","Sulid was born in Urat Houqi, attended a Chinese school since childhood, and became urbanized in terms of language and living habits.",1,1,2,Mongols
Ethnic culture,17752,What do Nanjing people think of Japan and Japanese?,Those who would ask this question might not be able to ask it themselves if they had experienced that massacre.,0,0,0,Japanese
minority,6095,Are Mongolian women good-looking?,Minmin Tamour is the woman who made our sect leader Zhang give up the throne!,1,2,2,Mongols
minority,5115,How are Hui girls?,Nothing black... I can't tell if the Hui friends around me are not Hui themselves…,0,2,2,Hui
Ethnic culture,17523,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"I feel that the depressed Japanese people will return to Japan after graduation, and those who are not depressed will stay and get used to it, which is originally an open question that varies from person to person, and some people like quiet alleys.",0,2,2,Japanese
Ethnic culture,16706,What happens if the BLM movement continues?,It is also convincing that a problem can go wrong.,0,0,0,Asian discrimination
Ethnic culture,15988,What do you think of the California Asian Subdivision Act?,"Dig your own grave, WhiteNegro doesn't distinguish whether you are mainlander, Hong Konger, Korean, Japanese, all asian.",1,2,2,Asian discrimination
Ethnic culture,24087,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?",The previous high-ticket answer has already said that the basic national policy of the US imperialist massacre of Native American has seen a lot of historical materials in the NYU Library that year.,0,0,0,Negro
minority,5324,Have you ever been discriminated by?,Two cities where growth and work.,1,0,0,Zhuang people
Ethnic culture,24466,Why didn't United States Negro go back to Africa and build a nation?,"White didn't roll, why should Negro go.",1,2,2,Negro
Ethnic culture,20471,"Why is the current mainstream aesthetic white and thin, not black and fat?","Not ""the current mainstream aesthetics"" but ""the mainstream aesthetics from ancient times to the present""",1,1,2,Complexion
Ethnic culture,19453,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"First of all, Yao Ming was an All-Star of his era, one of the best centers (don't compete for the first few centers).",0,2,2,racism
Ethnic culture,20116,Is China serious about racism today?,"Fifty-six nationalities, fifty-five extra points in the college entrance examination, don't you play this meme now?",1,2,3,racism
Ethnic culture,14897,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"Because Asian's roots are in Japan/Korea, while Negro has no roots.",0,2,3,Asian/Negro/Asian discrimination
Ethnic culture,18747,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","In my case, the political side will argue that he is Asian and holds the postwar model of international relations as the truth.",0,0,0,Japanese
Ethnic culture,24257,"What is the situation of ""black life matter"" in United States?","The entire BLM movement, from the web to reality.",0,0,0,Negro
Ethnic culture,20381,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,What's not confident? I liked white before I met foreigners.,1,2,2,Complexion
Ethnic culture,23065,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,This is the sinkhole buried in power in the 60s and 70s.,1,0,0,Negro
Ethnic culture,16481,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"Anti-Asian, anti-Semitism, anti-Green, 3 Klan, and killing of white police have always existed in the United States, but new skins are available every year.",1,2,2,Asian discrimination
Ethnic culture,22216,Why does Negro's appearance not fit the aesthetic of most Chinese?,"With Negro's sensitivity, this question is put in the United States, and the respondent and the subject will probably be hung up by Uncle Black he",0,1,3,Negro
Ethnic culture,23675,Is China serious about racism today?,"Let me ask first, since all of China except the Han are minority, do we have racism?",1,2,2,racism/Negro
Ethnic culture,20889,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,Let's be honest. When did we have the racism law in China?,0,0,0,Complexion
Ethnic culture,16335,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","I used to think that Yang had hope, and apparently, he was slapped in the face.",1,2,3,Asian discrimination
Ethnic culture,17693,What do Nanjing people think of Japan and Japanese?,"First of all, in this way, there is indeed a suspicion of kidnapping Nanjing people, as if it is wrong for Nanjing people not to hate the Japanese, although history does exist.",1,0,0,Japanese
minority,5891,"As a Mongolian, what is it like not to speak Mongolian?","He doesn't know his native language, like a wild monkey in the mountains.",1,1,3,Mongols
Ethnic culture,18681,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","Record a video, then send it to TikTok, Kuaishou.",0,0,0,Japanese
minority,5418,Have you ever been discriminated by?,I spent some time in Guizhou: 'Why don't you eat chili peppers?',1,1,3,Zhuang people
Ethnic culture,15072,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?",Let's explain it briefly in a word.,0,0,0,Asian discrimination
Ethnic culture,17048,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?",The real name agrees with all the above answers (manual dog head).,0,0,0,Indian
Ethnic culture,18661,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","When we are really strong, we should use missiles to teach them what respect is.",0,1,3,Japanese
Ethnic culture,15281,Should Asians support the BLM protests?,The Asian community is too large and complex to discuss.,0,1,2,Asian discrimination
Ethnic culture,22655,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","The people in the areas occupied by the US military and the beaten Lao Hua were a hundred times more afraid when facing them, so when the Negro soldiers worked hard for the US imperialism to oppress the people of other countries.",0,0,0,Negro
Ethnic culture,18271,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","Not only does the Japanese know that we call them Devils and Little Japan, but we also know that we will use island countries to refer to their countries, and they also know that Americans and Americans are openly called yellow-skinned monkeys.",0,1,3,Japanese
Ethnic culture,22396,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","""Juice Divides You in Half"" should be banned.",1,0,0,Negro
Ethnic culture,20789,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"Chinese racism is a fact, what is there to wash.",0,2,3,Complexion
Ethnic culture,24345,"What is the situation of ""black life matter"" in United States?","Similar to China's few people's lives, there is nothing new under the sun.",1,1,2,Negro
Ethnic culture,15331,Should Asians support the BLM protests?,"The Russo-Japanese War ended with Japan's victory, greatly encouraged by the oppressed nations of the world, because the myth of ""White is invincible"" was finally broken.",1,0,0,Asian discrimination
Ethnic culture,20624,Why does whitening become the standard for beauty?,"Because for the appearance characteristics of East Asian women, white skin can indeed add a lot of points, and the complexion of East Asian beauties can be too white and normal flesh color but must not be too deep.",1,2,2,Complexion
Ethnic culture,15719,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,"David, Wan, the answer has been made clear.",0,0,0,Asian discrimination
Ethnic culture,19766,Do you think Asian is at the bottom of racism in the United States?,"Asian is ""looked at differently"".",0,2,3,racism
Ethnic culture,20271,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"Do you know the red neck, is there anything more ""white"" than the red neck?",1,2,3,Complexion
Ethnic culture,14892,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"Social discrimination refers not only to repression, but to inequality of opportunity.",0,2,2,Asian discrimination
Ethnic culture,18839,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"1. Since ancient times, white has been beautiful, and White has an innate advantage.",1,2,2,Complexion/racism
Ethnic culture,23263,How to evaluate the suspension of a professor at the University of California for not giving good grades to Negro students?,"This is not beneficial to the change of Negro's fate, but has a negative impact.",1,0,0,Negro
Ethnic culture,22066,Why does Negro's appearance not fit the aesthetic of most Chinese?,"If you look at Star Trek more, then you will think that Negro actually looks quite pleasant.",1,1,1,Negro
Ethnic culture,22093,Why does Negro's appearance not fit the aesthetic of most Chinese?,"In fact, I think the heroine of the beautiful Belle is very good-looking",1,2,1,Negro
Ethnic culture,16813,What happens if the BLM movement continues?,"It will not be good, a small fight, and did not rush into the Pentagon and the White House to make trouble, will not affect the interests of several big chaebols in the United States.",1,1,2,Asian discrimination/BLM movement
Ethnic culture,20985,Are White women beautiful and why?,"Hey, Gao Zan's answer made me think that girls are still too disunited.",0,0,0,Complexion
Ethnic culture,19640,Do you think Asian is at the bottom of racism in the United States?,"It's all, when did Asian, especially Chinese have a low status.",0,1,1,racism
Ethnic culture,16837,What happens if the BLM movement continues?,"California has already lost money, so the Negro brothers have to come on, and if they make more trouble, they can directly cross the class!",0,1,3,BLM/Asian discrimination
Ethnic culture,23501,Is China serious about racism today?,"Tell a real story. Some time ago, I participated in a school exchange event and went to United States, and there was an internship part of the program, and there were two girls in the same school and major with me.",0,0,0,Negro
Ethnic culture,18457,Can Japanese understand Chinese roughly?,"There is a Japanese mm who is a good friend, takes her to ride a wooden horse, drink, travel…",0,0,0,Japanese
Ethnic culture,16506,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,It has nothing to do with the proletarians at the bottom of our society.,1,2,2,Asian discrimination
Ethnic culture,22647,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?",Negro揍Asian，White揍Negro…,0,2,3,Negro
Ethnic culture,15157,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?",How to say it. Asians (mostly Chinese) who can go to the United States either have the financial strength and education to superficially have the stereotype of an honest person that you would say.,0,1,3,Asian discrimination
Ethnic culture,20027,Is China serious about racism today?,"You told Chinese that racism is a bit of a big leap forward, and discrimination of the same race can play a variety of poses.",0,2,3,racism
Ethnic culture,15100,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","I just live in China, so I don't have specific practice, I've heard about it, so I can only say what I think.",0,0,0,Asian discrimination
Ethnic culture,18816,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"But it's true that the vast majority of people (not just Asians, but recent generations) ""think"" that White's upturned nose tip is good-looking, and Negro's wide nose is not so good-looking. ”",1,2,2,racism
minority,5598,"Bai people now speak more vernacular, or Chinese? Do Bai compatriots feel like Han Chinese?","I am of the Bai nationality, and it is rumored that the ancestor of the Ming Dynasty entered Yunnan.",0,1,2,Bai people
Ethnic culture,21667,Why does the United States have a politically correct black lives matter while still serious about Negro's discrimination?,A group's status in society depends on its contribution to society.,1,2,2,Negro
Ethnic culture,18825,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"In general, it has little to do with racism.",1,1,2,racism
Ethnic culture,20848,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,Why didn't I understand that? Shiro is not a race!,0,0,0,Complexion
minority,5570,What do other ethnic groups in China say about the Bai (thank you)?,"I am a Bai ethnic group, when my grandfather died when I was a child, I happened to see the family tree at a funeral, the birthplace of Dali Erhai, saying that when Yang Mi raised the army, his ancestors went to the Dongting area and were trapped in rebellion.",1,0,0,Bai people
Ethnic culture,15892,What do you think of the California Asian Subdivision Act?,It is not a matter of their domestic left and right; US imperialism has always been left and right internally and right externally.,1,0,0,Asian discrimination
Ethnic culture,19326,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"Yao Ming didn't? ? So why did Barkley kiss the ass of the donkey, but later Yao Ming made a name for himself and played with momentum.",0,2,2,racism
minority,5354,Have you ever been discriminated by?,"Hehe, the Discrimination I received is that when I say that I am a Shanghainese, some people think that I will discriminate them, why am I so unconfident?",1,1,3,Zhuang people
Ethnic culture,24220,"What is the situation of ""black life matter"" in United States?","This shows that the Negro community does not have a spirit of contract, and political correctness means that what is gained is what is giving.",1,0,0,Negro
Ethnic culture,16451,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"Asian, especially East Asian (Central Japan/Korea), is in a position in the United States much like the Jewish labor class (including middle class and salaried class) in pre-World War II Europe.",1,2,2,Asian discrimination
Ethnic culture,21031,Are White women beautiful and why?,"Because they have white skin, blue eyes, high nose, and of course they are beautiful.",1,1,2,Complexion
Ethnic culture,15346,Should Asians support the BLM protests?,Recent: What do you think of CBANegro foreign aid Ty Lawson being suspected of insulting Chinese women and being terminated by the Fujian men's basketball team?,0,0,0,Asian discrimination
Ethnic culture,16204,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","Strongly disagreed, @Starry DustDustStarry Sky, high praise answer.",0,0,0,Asian discrimination
Ethnic culture,21105,Why do so many people in China hate Koreans?,"I am from Qingdao, and there is Korean City in Qingdao Chengyang, and there are many Korean people living in Maidao with chopsticks, and I have not been in direct contact with Korean people.",0,0,0,Korean
Ethnic culture,19588,Do you think Asian is at the bottom of racism in the United States?,"The ""bottom"" in everyone's mouth refers to political status.",1,0,0,racism
Ethnic culture,21970,Why would United States Negro risk his life rather than listen to the police?,I've seen a claim that the origins of local police in most parts of United States are ------fugitive hunting teams.,1,1,3,Negro
Ethnic culture,24067,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?","First, there are too few Native Americans, and staying on the reservation to open a casino does not need to pay taxes, which has little to do with politics.",1,1,2,Negro
Ethnic culture,21949,Why would United States Negro risk his life rather than listen to the police?,How do you run with your feet cut off?,0,0,0,Negro
Ethnic culture,18497,Can Japanese understand Chinese roughly?,"Whether you watch Japanese Chinese or Chinese Japanese, it's about the same as a game ""You draw I guess.""",0,1,2,Japanese
Ethnic culture,21845,Why would United States Negro risk his life rather than listen to the police?,"United States police evolutionary theory, survival of the fittest, there is no way.",0,0,0,Negro
Ethnic culture,16634,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"When they leave their homeland and abandon their culture, their failure is doomed.",1,0,0,Asian discrimination
Ethnic culture,17828,What do Japanese think of Chinese?,"In the past, I thought it was very important for foreigners to see China, but now it is ""it doesn't matter what you think, our own small life is the most important"" Japanese is definitely good.",1,1,2,Japanese
Ethnic culture,15544,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,"Having lived in both the UK and Serbia, I don't think I've really experienced any discrimination, either explicitly or implicitly.",1,2,2,Asian discrimination
Ethnic culture,22840,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"I've long said that Negro is not against racism, they are just against being discriminated, and they dare to nakedly DiscriminationAsian, especially Chinese, and on DiscriminationAsian, especially Chinese.",0,2,2,Negro
Ethnic culture,19022,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,If the people in your question are referring to Chinese specific.,0,0,0,racism
Ethnic culture,16856,What happens if the BLM movement continues?,"You may worry about whether it will become the next France, but you have to know that it is not the French conscience that finds it that they are allowed to come in, but because France itself is too short of labor.",1,2,2,Negro
Ethnic culture,16784,What happens if the BLM movement continues?,"Not much, on the contrary, Wall Street is always happy.",0,0,0,Asian discrimination
Ethnic culture,22814,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","Seriously, whatever the truth, the result must be that the White police were punished and Officer Negro received a large compensation.",0,2,2,Negro
Ethnic culture,17305,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","I happened to see a literature interpretation about the leadership question of Asian and South Asian, which can answer this question and post it to talk about it.",0,0,0,Indian
Ethnic culture,21196,Why do so many people in China hate Koreans?,"Koreans do bad things abroad all pretend to be Chinese, Korean media are all black China day after day, and the popular online messages of Korean people under the news are all scolding Chinese.",0,1,3,Korean
Ethnic culture,21143,Why do so many people in China hate Koreans?,"Poof, why let me brush this problem, let's talk about examples first hahaha.",0,0,0,Korean
Ethnic culture,21902,Why would United States Negro risk his life rather than listen to the police?,"Don't care about these inner individuals, they are the pioneers of racism.",1,1,3,Negro
Ethnic culture,23860,Why did White-dominated Western civilization allow Negro such a high status?,"The middle class with relatively rich material conditions is the mainstream population of United States, which has more voice because they have more energy and can pay a certain cost to fight for the right to speak.",1,2,2,Negro
Ethnic culture,21728,Why would United States Negro risk his life rather than listen to the police?,"This video fully illustrates that many of those who do not listen to the police in the United States have their own problems, and of course, the United States police are not used to them.",0,2,2,Negro
Ethnic culture,21362,Why do so many people in China hate Koreans?,"The article written by Kong Qingdong exposes the nature of Koreans mercilessly, and you can search and see.",0,1,3,Korean
Ethnic culture,16972,What is the status of United States Asian in Hollywood and the American drama industry?,"emmmmm At that time, I almost abandoned the drama at Glenn box lunch!",0,0,0,Asian discrimination
minority,5916,"As a Mongolian, what is it like not to speak Mongolian?",There is still a long way to go to restore the transmission of mother tongues.,0,0,0,Mongols
Ethnic culture,17864,What do Japanese think of Chinese?,"In middle age, there are many people who have a certain level of Japanese because of various reasons such as work or the honeymoon period between China and Japan at that time, and they have a deeper understanding of China.",0,2,1,Japanese
Ethnic culture,22013,Why does Negro's appearance not fit the aesthetic of most Chinese?,"This has been the case since ancient times, and ancient China has always regarded white as beauty, needless to say about Negro, and White Orchid's literary works also praise its beauty.",0,1,2,Negro
Ethnic culture,20807,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,The idea that yellow people do not have the right to like what they like is racism itself.,0,2,2,Complexion
minority,5270,Have you ever been discriminated by?,I don't care so much about regional discrimination as a meme~.,0,0,0,Zhuang people
Ethnic culture,18242,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","I must have heard of it. I went abroad alone for a month at the beginning of the year, and I couldn't find an exit at an airport, and my spoken English was very poor.",0,0,0,Japanese
Ethnic culture,18915,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"I have seen a lot of handsome guys and beauties of Eastern and Western and Chinese and Western descents, non-Internet red faces, and they are really good-looking, which is better looking than Takeshi Kaneshiro.",0,0,0,racism
Ethnic culture,23323,How to evaluate the suspension of a professor at the University of California for not giving good grades to Negro students?,UCLA students will give you the truth of the incident.,0,0,0,Negro
Ethnic culture,17640,What do Nanjing people think of Japan and Japanese?,Nanjing people. The dormitory counts me as six sisters.,0,0,0,Japanese
minority,5762,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,"The historical basis for this is that in 2015, two Mongols from Horqin, China, were beaten and insulted by neo-Nazis while worshipping in Hangai Mountain, Mongolia.",0,2,3,Mongols
Ethnic culture,20531,Why does whitening become the standard for beauty?,"Today's European and American universities (humanities) and media are not teaching elites, but ""humanoid animals"" Hugh to think independently, and the minimum ability to distinguish right from wrong has been cleared.",0,2,3,Complexion
Ethnic culture,19124,"Why is there no obvious racism in China, but a more serious regional bias?",And who told you that there is no racism?,1,2,3,racism
Ethnic culture,14678,Why don't some Canonians consider themselves Southeast Asian?,"Recently translated a related article, Vietnam has an identity crisis?",1,1,2,Southeast Asian
minority,5279,Have you ever been discriminated by?,"I myself don't have much experience, I don't speak much local dialect in this generation, my parents are Anhui, I bought a house in Shanghai from scratch and lived.",0,0,0,Zhuang people
Ethnic culture,17231,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","Indian will show, PPT is well written!",1,1,2,Indian
Ethnic culture,14923,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"Now it seems that this is probably the case, and life at United States Asian will be very difficult for the foreseeable future.",0,1,3,Asian discrimination
Ethnic culture,18976,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,Let me talk about it from a historical and cultural perspective.,0,0,0,racism
Ethnic culture,16386,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","So inferiority, isn't it good to go to bleach for plastic surgery?",1,1,3,Asian discrimination
minority,6036,What is it like to have a Mongolian boyfriend?,"No, but there are Mongolian boys in the undergraduate, I think I like him very much, either I like him in my heart, or I think he is humble and cute.",0,1,2,Mongols
Ethnic culture,16920,What happens if the BLM movement continues?,Is Negromovement a revolution? Is there someone to lead and command?,1,1,2,Asian discrimination
Ethnic culture,17525,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"I know that I haven't said which country's merits, right?",0,0,0,Japanese
Ethnic culture,21739,Why would United States Negro risk his life rather than listen to the police?,"The question is too complicated. Maybe some suspects are really criminals and really have weapons, so they rise to the challenge.",0,2,2,Negro
Ethnic culture,17075,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?",Rice regions are generally more united than wheat regions.,0,0,0,Indian
Ethnic culture,19487,Do you think Asian is at the bottom of racism in the United States?,"Early Asian was really the worst, not one of them.",1,2,2,racism
Ethnic culture,18640,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","If it's true, you only need to secretly record it with your mobile phone, and then post it on the Internet to see if he dies, if it's fake, it's useless for you to ask here.",0,0,0,Japanese
Ethnic culture,19699,Do you think Asian is at the bottom of racism in the United States?,"The composition of Asian is very complex, Japan/Korea Asian, VietnamAsian, Hong Kong and Taiwan Asian, early continent Asian, early continent Asian descendants, recent mainland immigration Asian.",0,1,2,racism
Ethnic culture,14859,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"Confuse Asian, African-American, and do not distinguish when and how they came?",1,0,0,Asian discrimination
Ethnic culture,22956,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,Let me say a few words that should be an actual phenomenon.,0,0,0,Negro
Ethnic culture,19952,Is China serious about racism today?,Advise others by using one's own experience. I am a combination of racism and religious discrimination.,0,1,3,racism
Ethnic culture,21248,Why do so many people in China hate Koreans?,"When I was studying in China, I listened to Korean students performing on stage and cursing in Korean.",0,1,3,Korean
Ethnic culture,21751,Why would United States Negro risk his life rather than listen to the police?,"Because you need to watch the video in its entirety, especially before Negro gets brought to his knees.",1,1,2,Negro
Ethnic culture,17200,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","Indian's unique skill has been practiced since childhood, and Chinese is absolutely incomparable, that is, nagging, nagging, nagging!",0,1,3,Indian
Ethnic culture,20307,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,Europeans like wheat-colored skin is not a sign of lack of confidence.,0,2,2,Complexion
minority,5192,Have you ever been discriminated by?,"When you go to a language school. In the second half of the semester, a girl transferred from the class.",0,0,0,Zhuang people
