topic,idx,q,a,context,datatype,attitude,group
Gender,13321,"As a man, when did you experience sexism?",Female product manager: Let's change the demand.,1,0,0,Discrimination against men
Gender,14360,How can you tell if a guy is gay?,"Looking at his heroes of the glory of the king, if it is Diaochan, Wang Zhaojun and Zhen Ji, the mage heroes are inseparable.",1,1,2,Gay
Gender,12205,"As a sexual minority, do you ever want to cry?","Take a look at the story of first love. Although when people ask me if I have talked, I will say that I have an appointment and have not talked.",0,0,0,LGBTI
Gender,12474,"When you know you're LGBTI, what do you do to make yourself better?","I'm sorry, every effort I make is to make myself better, never to find a good boyfriend.",1,0,0,LGBTI
Gender,13506,When did you feel discrimination against men?,When a handsome man is called a sissy.,1,2,3,Discrimination against men
Gender,7594,"How to view girls' dissatisfaction with ""boys like warm girls who are gentle and virtuous""?","Is it wrong for boys to think so? He hopes that he can take on more financially. I have also seen girls who want to take on more of their own, which is understandable.",0,2,2,Disgust virtuousness
Gender,7812,How do lesbians make life after 30 not pathetic?,"I have no idea. I'm not yet twenty years old, and I started liking girls three years ago.",1,0,0,Homosexual
Gender,10947,How to view the growing gender antagonism on Weibo?,"I read Weibo occasionally, but I didn't feel it.",1,0,0,gender opposition
Gender,9926,it shameful to aim in life to be a housewife,Respect everyone's way of life.,1,2,2,housewife
Gender,7659,Where is the way out for homosexuals in China?,"In fact, the way out has always been there since time immemorial.",0,0,0,Homosexual
Gender,13715,What do you think of the unabashed discrimination against men by some women?,"I've read a porn comic, and I'm leaving out the name and address for the safety of this answer.",0,0,0,Discrimination against men
Gender,10171,How to view highly educated women becoming full-time housewives?,"Many people don't realize a problem: the family actually takes time and energy to take care of, and has nothing to do with male and female rights.",1,2,2,housewife
Gender,11228,When will the current gender antagonism end?,"Finish? The cargo pull incident is the prelude, and the real confrontation war has just begun. Most of the men react slowly and numbly when facing the female fist attack.",1,2,3,gender opposition
Gender,13054,Why is a man's body (chastity) less precious than a woman's body (chastity)?,"The inequality between men and women never hurts only women, I always think so.",1,2,2,Discrimination against men
Gender,13234,Why is a man's body (chastity) less precious than a woman's body (chastity)?,"(In China), which girl has the ability to rape a man?",1,0,0,Discrimination against men
Gender,14126,Why are gay men more susceptible to HIV?,"Anal isn't built for penetration, but...",0,0,0,Gay
Gender,10801,How to view the growing gender antagonism on Weibo?,I once followed a number on Weibo that rescues stray animals. They have their own bases and will adopt and rescue stray animals. They will treat and sterilize the adopted animals.,0,0,0,gender opposition
Gender,6187,Why are there so many pseudo-LGBT people now?,Where the mind is more open and inclusive.,0,0,0,LGBT
Gender,6147,"Why doesn't China have affirmative action movements like race, gender equality, LGBT, etc. like the United States?","Without cause there is no effect. Because China does not have systematic racial oppression, gender oppression, or sexual oppression (such as arresting homosexuality and going to jail).",1,2,2,LGBT
Gender,6738,How can you tell if a girl is lesbian/bisexual?,"A lesbian classmate next to me told me that in the vast crowd, they looked at each other and knew that the other was the same kind of person as themselves.",0,0,0,Bisexuality
Gender,9730,"My daughter, I want to change careers to learn UI design, what are the employment prospects?","Personally, I feel that there should be no gender distinction. The most important thing is to be interested. If you do it well, you can do it in any aspect.",1,0,0,Women's occupation
Gender,13202,Why is a man's body (chastity) less precious than a woman's body (chastity)?,"Chastity, but one of the excuses for preventing adultery, must not be compared with self-love.",0,0,0,Discrimination against men
Gender,10529,Want to know what it's like to have a stay-at-home wife (housewife) from a male perspective?,"My man, I also want to stay at home full time.",0,1,3,housewife
Gender,12210,"As a sexual minority, do you ever want to cry?","When I was very happy with her, I remembered yesterday that my mother said earnestly: Would you become such a person?",1,0,0,LGBTI
Gender,11960,Have female graduates from top universities in China been subjected to sexism in the employment process?,Shouldn't the zb family choose better exploitation?,0,0,0,Sexism
Gender,10730,How to view the growing gender antagonism on Weibo?,"I don’t see it very much. I don’t know about feminism, and I don’t support any doctrine. I just oppose that some women have used the misery of the bottom to gain privileges.",0,2,2,gender opposition
Gender,11614,Is sexism serious in China?,"Some people say that my text is wrong, so I will answer the question here: Sexism in China means that women have no right to speak; the image is like a roaring IQ minus a hundred Marvel villains.",0,2,3,Sexism
Gender,6627,How can you tell if a girl is lesbian/bisexual?,"Lara is attracted to each other. Bends attract each other, indeed.",1,1,2,Bisexuality
Gender,8888,Will the three-child policy make women face more discrimination and pressure in the workplace? How should we respond?,"There will be more discrimination against women, but women can't deal with it.",0,2,3,Women's occupation
Gender,10742,How to view the growing gender antagonism on Weibo?,More and more people are eating meals with less female education.,1,2,2,gender opposition
Gender,13137,Why is a man's body (chastity) less precious than a woman's body (chastity)?,The essence is that there is a huge gap in the cost of childbirth between men and women.,1,2,2,Discrimination against men
Gender,8452,What to think of the T in lesbians?,"I can't generalize about others, but my girlfriend is actually just a girl, at most I can add a label, she is a girl with short hair, that's all, there is no question of how to look at it.",0,2,2,Lesbian
Gender,14595,What is it like for trans women to pretend to be a boy?,Being complained by the object is like finding a girlfriend.,1,0,0,Transgender
Gender,11834,Why does sexism persist?,"Active and passive physiological attributes, as well as the strength gap of comprehensive strength.",1,2,2,Sexism
Gender,7417,"How to view girls' dissatisfaction with ""boys like warm girls who are gentle and virtuous""?","It's like a girl chatting to a boy and saying, ""I like handsome and rich men, but I only treat myself with a warm man.",0,0,0,Disgust virtuousness
Gender,12307,"As a sexual minority, do you ever want to cry?","I don't want to say anything about transgender homosexuality, because few people understand it.",0,0,0,LGBTI
Gender,8856,Will the three-child policy make women face more discrimination and pressure in the workplace? How should we respond?,"In the system, after the opening of the three-child policy, the section chief happily said that you are the only lesbian in our department, hahahahahahahaha!",0,0,0,Women's occupation
Gender,9234,What are the career prospects for girls who do data analysis? Is data analysis boring?,It feels like there may be some misunderstandings about data analysis.,0,0,0,Women's occupation
Gender,6748,How can you tell if a guy is gay or bisexual?,"As you said, sexual harmony is important, you see it as a necessity, and the other person sees it as a necessity or even a desire.",1,1,2,Bisexuality
Gender,7929,How do lesbians make life after 30 not pathetic?,The answerer who asked this question is also very sad.,0,0,0,Homosexual
Gender,10526,Want to know what it's like to have a stay-at-home wife (housewife) from a male perspective?,Different life experiences have different views on this issue.,0,0,0,housewife
Gender,11412,"Do girls generally do better than boys in college, and why?","Boys in your major category should look for their own problems, where is the time and energy spent?",1,1,2,Gender Achievements
Gender,10294,How to view highly educated women becoming full-time housewives?,When did it work so well?,0,0,0,housewife
Gender,14496,What is it like for trans women to pretend to be a boy?,"I used to fall in love for the first time as a boy (the lover was a straight girl), and finally because of the main gender anxiety, I couldn't accept my role as a boyfriend and broke up with the object.",0,1,2,Transgender
Gender,12867,Why is discrimination against men in modern China always ignored?,Thanks no one invited. I thought it would be more appropriate to replace discrimination with prejudice.,0,0,0,Discrimination against men
Gender,12366,"As an LGBTI (LGBTQ), what are you experiencing in your current life in China? ","Transgender is really miserable, the suicide rate is about half.",1,1,3,LGBTI
Gender,11088,When will the current gender antagonism end?,"Simple: 1: Any small composition about sexual assault on the Internet will be deleted, and major forums and websites will not report it.",1,0,0,gender opposition
Gender,14546,What is it like for trans women to pretend to be a boy?,Maybe I wasn't pretending before?,0,0,0,Transgender
Gender,7879,How do lesbians make life after 30 not pathetic?,"Personally, I feel that if it is not rich and noble, it will inevitably be sad.",1,1,3,Homosexual
Gender,7810,How do lesbians make life after 30 not pathetic?,"Regardless of sexual orientation, as long as you are a woman, whether you are married with children, unmarried with a partner, single, celibate, if you want to not be miserable, except for the financial independence mentioned in most of the answers.",1,1,2,Homosexual
Gender,7775,How do lesbians make life after 30 not pathetic?,"I have to admit that true happiness never belongs to most people, whether you choose to get married or single, whether you are an ordinary girl or a lesbian.",1,0,0,Homosexual
Gender,10475,Want to know what it's like to have a stay-at-home wife (housewife) from a male perspective?,"My friend's mom is a housewife, full time, and so is her grandma.",0,2,2,housewife
Gender,12280,"As a sexual minority, do you ever want to cry?","I don't cry because of my sexuality, that's what I did when I was a kid.",0,1,1,LGBTI
Gender,9834,Why do some people (such as some highly educated people such as PhDs) have disdain for housewives?,"In the perception of some groups, housewives are women who handle all homework well, brush pots and floors, buy vegetables and cook, and create a good family atmosphere.",0,1,2,housewife
Gender,9199,What are the career prospects for girls who do data analysis? Is data analysis boring?,I am a girl who has worked in the field of data analysis for about 6 years. I will share my thoughts with the subject.,0,0,0,Women's occupation
Gender,9231,What are the career prospects for girls who do data analysis? Is data analysis boring?,"Look at the personality. I briefly interned in an Internet company for operating data (optimizer), and when I went, it was originally a video-related position.",1,2,2,Women's occupation
Gender,6542,How can you tell if a girl is lesbian/bisexual?,"No matter how deeply hidden the world is, as long as it exists, there will be clues.",0,0,0,Bisexuality
Gender,11272,"Do girls generally do better than boys in college, and why?","I summed up what the answerer said at the bottom of the question, ""Reason: Primary school girls have better grades than boys: Primary school boys are playing, and girls are learning.",0,0,0,Gender Achievements
Gender,6345,How do people in small counties view the LGBT community?,"I am gay in a small county town. Our county, as one of the top 100 counties, is not too backward economically, but it is still very backward in ideology. The attitude towards LGBT is overwhelming.",0,0,0,LGBT
Gender,8014,Do boys think gay men are disgusting?,So God gave you a big eagle to let you do it!,1,1,3,Homosexual
Gender,8344,How do lesbians make life after 30 not pathetic?,"I am a double, if you can like a boy, you should try to find a male ticket. After all, two women have limited strength together, and some things cannot be accomplished, right?",0,2,2,Lesbian
Gender,6177,Is there bullying of LGBT students in Chinese schools?,"correct. I'm gay. I've been gay since I was young. I'm often called a sissy, a ladyboy, a boy or a girl, etc.; I have a best friend, a tomboy.",1,0,0,LGBT
Gender,12026,What are the workarounds for female sexism?,"Don't be too careful. There was not a plot before, but the family received a beautiful tray from someone else and put it on the table, but no matter how they looked at it, they felt that the tableware and the tray did not match.",0,0,0,Sexism
Gender,9220,What are the career prospects for girls who do data analysis? Is data analysis boring?,Data analyst is one of the most promising careers right now.,0,0,0,Women's occupation
Gender,12384,"How do you view the release of the survey report ""LGBTI Living Conditions in China""?","As a minority who has not come out, I have no friends in my circle, and I have no access to relevant information.",0,0,0,LGBTI
Gender,10058,How to view highly educated women becoming full-time housewives?,I am full-time because a high degree gives me freedom of choice.,0,0,0,housewife
Gender,10056,How to view highly educated women becoming full-time housewives?,"After reading so many answers, the most discrimination against housewives is not from men at work, but from women at work.",0,2,2,housewife
Gender,13937,"If women's rights are equal rights, why do they never face up to the oppression of men?","The first ""great victory"" left by the feminist movement in history is enough to profoundly prove the essence of feminism.",1,2,3,Discrimination against men
Gender,10933,How to view the growing gender antagonism on Weibo?,Casual discussions are completely out of the question.,0,0,0,gender opposition
Gender,12108,"As a sexual minority, do you ever want to cry?","Think back now, how many times I cried.",0,0,0,LGBTI
Gender,9816,Why do some people (such as some highly educated people such as PhDs) have disdain for housewives?,"These people usually have low emotional intelligence and can't maintain family well, and their happiness comes from personal achievement, not family happiness.",1,1,3,housewife
Gender,8839,Will the three-child policy make women face more discrimination and pressure in the workplace? How should we respond?,"Don't worry, let the children fly for a while.",0,0,0,Women's occupation
Gender,14426,How can you tell if a guy is gay?,"Recently, I met a man, and because he was in a different place, I didn't know much about him.",0,0,0,Gay
Gender,8337,How do lesbians make life after 30 not pathetic?,"n The original idea was, why is it sad to say that lesbians are over 30, what is sad.",0,1,2,Lesbian
Gender,8120,How do lesbians make life after 30 not pathetic?,Why is 30 so sad?,0,0,0,Lesbian
Gender,8554,Is there any way to discern LES?,"It's an update again, and the update content is placed at the last point, I think it's quite real.",0,0,0,Lesbian
Gender,11886,Have female graduates from top universities in China been subjected to sexism in the employment process?,"Another way of thinking, at least immigration policy is a little more lenient for women.",1,2,2,Sexism
Gender,13241,When did you feel the discrimination against men in society?,"""You're a man, why can't you let me?"" ""A man, what's wrong with bringing more things?"" ""God, he went out with girls and asked girls to pay."" ""He loves skin care so much.",1,2,2,Discrimination against men
Gender,12925,Why is discrimination against men in modern China always ignored?,"Women are used by men, men are used by animals.",1,2,3,Discrimination against men
Gender,12221,"As a sexual minority, do you ever want to cry?","No, no one hates being single. If you are single, if you are a woman, you may give people the illusion of chastity.",1,1,2,LGBTI
Gender,9791,Why do some people (such as some highly educated people such as PhDs) have disdain for housewives?,"Lz, did you hack all the phds with just one case!",1,1,1,housewife/phd
Gender,6476,How can you tell if a girl is lesbian/bisexual?,"I don't like someone, I never thought she might be curvy.",0,0,0,Bisexuality
Gender,9976,What if your other half strongly asks you to be a housewife?,Then he's not my other half anymore.,1,1,3,housewife
Gender,8015,Do boys think gay men are disgusting?,"Not really you, but physically repulsive and horribly nauseous.",1,1,2,Homosexual
Gender,14177,Why are gay men more susceptible to HIV?,"There is a problem with the logic of the question. 1. Human reproduction is a natural law, and males cannot reproduce, so it does not conform to the laws of nature.",0,1,3,Gay
Gender,14608,What is it like for trans women to pretend to be a boy?,"Although I'm not a transgender woman, I had this idea when I was a teenager, so I'm not afraid of everyone's jokes, just tell it and everyone can see it.",0,0,0,Transgender
Gender,8535,What to think of the T in lesbians?,Uninvited. Stressful and difficult.,1,1,3,Lesbian
Gender,12352,"As a sexual minority, do you ever want to cry?",I'm bi uh when I was at my darkest and even trying to come out.,1,0,0,LGBTI
Gender,8495,What to think of the T in lesbians?,"I'm different, I don't like other people's use of this kind of character to define it. I really look like a t, and my voice is not like a girl, so I'm especially easy to be misunderstood.",0,0,0,Lesbian
Gender,14574,What is it like for trans women to pretend to be a boy?,"Learn to scold swear words, learn to deal with yellow jokes, learn to laugh at sissies, learn to play games that other people are not interested in, and learn what those ""men"" should do.",1,1,2,Transgender
Gender,11606,Is sexism serious in China?,"Of course it's serious, just look at the fists flying all over the sky.",1,2,3,Sexism
Gender,9049,Will the three-child policy make women face more discrimination and pressure in the workplace? How should we respond?,The workplace is not just an office job.,0,0,0,Women's occupation
Gender,13145,Why is a man's body (chastity) less precious than a woman's body (chastity)?,"Because a woman's chastity has reproductive value in it, a woman's ability to work will decline when she is pregnant and giving birth, and she needs others to take care of her and her child.",0,2,2,Discrimination against men
Gender,8961,Will the three-child policy make women face more discrimination and pressure in the workplace? How should we respond?,Can I tell hr that I am infertile or that I like women?,0,0,0,Women's occupation
Gender,10029,How to view highly educated women becoming full-time housewives?,"Tell a full-time housewife a fact: if you don't have the support of a wealthy family, you won't work for many years, and when you get divorced, you won't even be able to get custody of your children.",0,1,3,housewife
Gender,6380,How do people in small counties view the LGBT community?,"In our hometown, the concept of patriarchal preference is very strong.",1,2,3,LGBT
Gender,10035,How to view highly educated women becoming full-time housewives?,Women can get the same education and go to work as men. Do you know how many seniors have worked hard to win it?,1,2,3,housewife
Gender,14458,How can you tell if a guy is gay?,"When gays talk, they will raise their hands, a bit feminine, and their actions are softer and more delicate.",1,1,2,Gay
Gender,14164,Why are gay men more susceptible to HIV?,"Sexual behavior, in fact, as long as it is a high-risk behavior, it does not matter gender",1,1,2,Gay
Gender,12709,Why is discrimination against men in modern China always ignored?,"Because the world is based on women, men have always been discriminated against and ignored. This is not a phenomenon unique to modern times, but has been the case since ancient times.",1,2,3,Discrimination against men
Gender,8787,Is there any way to discern LES?,I don't know if she borrowed a building to trouble you to help me see.,0,0,0,Lesbian
Gender,13055,Why is a man's body (chastity) less precious than a woman's body (chastity)?,"If all the boys thought this way, it would be good, there would be no more cheating people.",1,2,2,Discrimination against men
Gender,13515,When did you feel discrimination against men?,It is more difficult to defend the rights of boys when they are sexually harassed.,0,2,3,Discrimination against men
Gender,13957,"If women's rights are equal rights, why do they never face up to the oppression of men?","Don't talk about anything else, just talk about your situation.",0,0,0,Discrimination against men
Gender,7118,"Why is it so angry to be called ""virtuous""?",Praising a woman for being virtuous is the same as praising a man for being honest. There is really no other merit to say.,0,2,3,Disgust virtuousness
Gender,11224,When will the current gender antagonism end?,"Gender confrontation is actually caused by the highly developed Internet, so the best solution is to start because of me and end because of me.",0,2,2,gender opposition
Gender,7208,"Why is it so angry to be called ""virtuous""?","The first time I was described as ""fit for marriage"", I was as disgusting (probably) as the eighth was back then, and that was the biggest insult to me. Translated it was ""You deserve to be a tool and be squeezed.",1,2,3,Disgust virtuousness
Gender,10280,How to view highly educated women becoming full-time housewives?,"I think that under the current circumstances in our country, those who encourage women to become housewives are either stupid or bad.",0,2,3,housewife
Gender,11112,When will the current gender antagonism end?,"First translate, what is gender opposition?",0,2,2,gender opposition
Gender,7062,"Why is it so angry to be called ""virtuous""?","Recently, I was blocked by the virus and couldn't go out. I just read Xianyuan's article about Xie Daoyun when I read ""Shi Shuo Xin Yu"": Xie Jiejue weighs his sister, Henry Zhang often calls her sister, and wants to be the enemy.",0,0,0,Disgust virtuousness
Gender,11649,Is sexism serious in China?,This question can actually be equated to whether the phenomenon of double standards between men and women in China is serious. Double standards mean that there is discrimination.,0,2,2,Sexism
Gender,6181,Is there bullying of LGBT students in Chinese schools?,"My class is particularly tolerant, individual phenomena",1,0,0,LGBT
Gender,13901,"If women's rights are equal rights, why do they never face up to the oppression of men?",This society has always been a patriarchal society. The top talents in all walks of life are basically men. Men have more advantages and faster job promotion than women.,1,2,3,Discrimination against men
Gender,7127,"Why is it so angry to be called ""virtuous""?","I only know that if an otaku with a regular life is called Gu Jia, he will not be angry at all.",1,2,2,Disgust virtuousness
Gender,8541,Is there any way to discern LES?,"5. 19 update: I encountered a lot of strange things recently, when I came to Zhihu to find a way to ward off evil spirits (superstitious, I re-read the answer.",0,0,0,Lesbian
Gender,10768,How to view the growing gender antagonism on Weibo?,"Haha as a joke, the reason why I didn't uninstall it is to have fun. In fact, Zhihu also has signs of being eroded by gender opposition, but Zhihu is different from Weibo.",0,0,0,gender opposition
Gender,14618,What is it like for trans women to pretend to be a boy?,"It is believed that it is originally a woman, and playing a male will not be quite intense psychologically and spiritually.",1,1,2,Transgender
Gender,7564,"How to view girls' dissatisfaction with ""boys like warm girls who are gentle and virtuous""?",What is machismo? Is it machismo to expect women to take on the housework part?,0,2,2,Disgust virtuousness
Gender,7857,How do lesbians make life after 30 not pathetic?,"Can't answer, twenty-one years old feels very sad.",1,0,0,Homosexual
Gender,8904,Will the three-child policy make women face more discrimination and pressure in the workplace? How should we respond?,"No doubt it will. When I was 26 years old, I went to apply for a job. At that time, I was unmarried and had no children. The company I wanted told me bluntly that they had another candidate who was married and had a second child.",1,2,2,Women's occupation
Gender,9686,"My daughter, I want to change careers to learn UI design, what are the employment prospects?",How should I say it... Do you know why the highest praise always asks you to sign up for the class?,0,0,0,Women's occupation
Gender,8372,How do lesbians make life after 30 not pathetic?,"Isn't it fun to have a cat, and it has nothing to do with sexual orientation.",0,0,0,Lesbian
Gender,12091,"As a sexual minority, do you ever want to cry?","I once mentioned my uncle in another upvoted answer, he was gay and came out in '00.",0,1,2,LGBTI
Gender,14572,What is it like for trans women to pretend to be a boy?,"I'm not pretending, I'm going to tell you loudly that my old lady is a woman and a lesbian.",0,0,0,Transgender
Gender,13057,Why is a man's body (chastity) less precious than a woman's body (chastity)?,"Not only virginity, but even when both parties have no virginity, there is a difference in the number of sexual relations with the opposite sex. Even Europe has this concept, according to a German.",0,2,2,Discrimination against men
Gender,6449,Do homosexuals find bisexual disgusting?,"You can be friends, but you can't be lovers.",1,1,3,Bisexuality
Gender,8749,Is there any way to discern LES?,"Even if some women live together holding hands and hugging, they are not.",1,0,0,Lesbian
Gender,10336,What kind of courage did marriage give you to be a housewife?,"Probably the courage given by Liang Jingru, the mindless Lonely Yong, and the sweet smile of my daughter.",1,1,2,housewife
Gender,7890,How do lesbians make life after 30 not pathetic?,"I didn't officially think about ending my singleness until I was about 28, when I thought about sexuality and it became clear that I couldn't like men in light of social reality, but I liked women.",0,0,0,Homosexual
Gender,9318,"Regarding the competencies of a software test engineer, are there any job prospects suitable for girls?","This question can be said to be very real, and it shows that the logic of the subject is still relatively strong.",1,0,0,Women's occupation
Gender,14371,How can you tell if a guy is gay?,"I must be sick, and out of curiosity, I downloaded blued this morning, and after filling in the information, I didn't take a closer look.",0,0,0,Gay
Gender,11162,When will the current gender antagonism end?,"Of course, when the little fairy turns into an old witch",0,0,0,gender opposition
Gender,6759,"Why do some girls dislike the word ""virtuous""?","When you praise a girl for her virtuousness, your presupposition for her is that she is already a wife who does housework.",0,2,2,Disgust virtuousness
Gender,7222,"Why is it so angry to be called ""virtuous""?",Being called virtuous is likely to mean you are ugly.,0,2,3,Disgust virtuousness
Gender,8165,How do lesbians make life after 30 not pathetic?,"How can unmarried people do, 30, life after the age of 30 is not sad?",0,1,3,Lesbian
Gender,10502,Want to know what it's like to have a stay-at-home wife (housewife) from a male perspective?,What do men think? Grit your teeth and hold on!,1,2,2,housewife
Gender,12046,What are the workarounds for female sexism?,"Gender is a biological difference, how can it be eliminated?",1,2,2,Sexism
Gender,10337,What kind of courage did marriage give you to be a housewife?,"It's not about courage, a full-time mother is more about responsibility.",0,2,2,housewife
Gender,12359,"As a sexual minority, do you ever want to cry?","On a snowy day, at ten o'clock in the evening, when I came out of the library, my friend's boyfriend was waiting for her, and I went back to the dormitory alone.",0,0,0,LGBTI
Gender,11651,Is sexism serious in China?,Just met yesterday. A souler posted about Guan's surname Quan. She personally believes that the child she gave birth to and the father's surname can express that the father is an important family member of the child.,0,0,0,Sexism
Gender,13106,Why is a man's body (chastity) less precious than a woman's body (chastity)?,"From the perspective of behavioral biology, because males cannot produce offspring by themselves, males can produce many gametes.",1,2,2,Discrimination against men
Gender,7142,"Why is it so angry to be called ""virtuous""?",is very unhappy. I once posted on a circle of friends and made delicious food for my sister.,1,2,3,Disgust virtuousness
Gender,14153,Why are gay men more susceptible to HIV?,"Because male-to-male sexual intercourse is mainly anal sex, and the anus is not a sexual organ, and it is easy to bleed during intercourse.",0,1,2,Gay
Gender,14281,How can you tell if a guy is gay?,He's good looking and the story is not so sad.,0,0,0,Gay
Gender,6165,Is there bullying of LGBT students in Chinese schools?,"Out of the closet, I am B. A few days ago, I watched the episode of Qi Hua Talking about Coming Out of the Closet, and my roommate was attracted.",0,0,0,LGBT
Gender,10879,How to view the growing gender antagonism on Weibo?,"Using gender, race, and individual contradictions to cover up class contradictions is a new game invented by big capital.",1,2,2,gender opposition
Gender,10628,Want to know what it's like to have a stay-at-home wife (housewife) from a male perspective?,The transition from a partnership to a supervisor-subordinate relationship.,1,2,2,housewife
Gender,12605,"When you know you're LGBTI, what do you do to make yourself better?",Only recently determined. Maybe I prefer soft and waxy girls more than boys.,1,1,2,LGBTI
Gender,8100,Is there a gay man who can tell his own story?,"I'm a girl, I went to high school for the first time, and I met someone who I wanted to take care of all my life, and she was also a girl.",0,0,0,Homosexual
Gender,7058,"Why is it so angry to be called ""virtuous""?","The mirror question should be ""Why do you get angry when you hear 'find an honest man to marry'.",0,2,3,Disgust virtuousness
Gender,9512,"Women who are afraid of delaying their careers by having children, how good are their careers?","This question shows how important it is to read more, so as not to meet a man like the subject",1,1,2,Women's occupation
Gender,7940,How do lesbians make life after 30 not pathetic?,Where are lesbians sad after 30?,0,2,3,Homosexual
Gender,10031,How to view highly educated women becoming full-time housewives?,"There is a girl under this question who has always said that she is very happy and happy to be a housewife with an education, and that women in the workplace are too hard and do not have to be jealous.",0,1,2,housewife
Gender,13970,"If women's rights are equal rights, why do they never face up to the oppression of men?","Who is the ""oppressed""",0,0,0,Discrimination against men
Gender,12639,"When you know you're LGBTI, what do you do to make yourself better?","When he was a senior in high school, he asked him which school he wanted to go to.",0,0,0,LGBTI
Gender,8989,Will the three-child policy make women face more discrimination and pressure in the workplace? How should we respond?,Discrimination against women in the workplace is entirely self-inflicted.,0,2,3,Women's occupation
Gender,7210,"Why is it so angry to be called ""virtuous""?","According to your logic, you obviously look down on Cantonese girls.",1,2,3,Disgust virtuousness
Gender,9862,Why do some people (such as some highly educated people such as PhDs) have disdain for housewives?,"Actually I want to know how many people who answer the question are married to the people discussing the question, and whether they have been married for more than 5 years...",1,0,0,housewife
Gender,11739,Is sexism serious in China?,"No matter how tall a woman is, you can ask a man to be 175, 180, and no one thinks there is anything wrong with that.",1,2,3,Sexism
Gender,11257,"Do girls generally do better than boys in college, and why?","Conclusion: No. This is a typical ""cognitive fixation"" American psychologist George Kelly once put forward the ""personal construct theory"" point of view.",1,2,2,Gender Achievements
Gender,10354,What kind of courage did marriage give you to be a housewife?,"Housewives can only accept it in stages, they can't just be housewives all the time...",0,2,2,housewife
Gender,12201,"As a sexual minority, do you ever want to cry?","The last time I was thinking, when I grew up and was alone, would there be a friend who would tell me with tears that he didn't want me to be alone",1,0,0,LGBTI
Gender,14606,What is it like for trans women to pretend to be a boy?,"To answer a digression, the worst thing about FTM and MTF often coming out of the closet is that men will be crowned as perverts, seizing women's privileges without having to suffer women's pain.",1,1,3,Transgender
Gender,9781,Why do some people (such as some highly educated people such as PhDs) have disdain for housewives?,The personal devotion statement tries to restore the mentality of this PhD.,0,0,0,housewife
Gender,9188,What are the career prospects for girls who do data analysis? Is data analysis boring?,"Sometimes the data is really boring, but every time a pattern is found or a model is built, the thrill is like finding a bug with the programmer.",1,0,0,Women's occupation
Gender,10168,How to view highly educated women becoming full-time housewives?,"In fact, the one who looks down on full-time wives the most is their husbands, especially when they marry a husband who has no ability and likes to complain.",1,2,3,housewife
Gender,13316,"As a man, when did you experience sexism?",When arguing with any woman.,1,2,3,Discrimination against men
Gender,13595,When did you feel discrimination against men?,"Can't say it's discrimination. It just feels like this kind of thing or, this kind of practice should not be done by men, for example, nurses, there will be some prejudice.",1,2,2,Discrimination against men
Gender,9657,"My daughter, I want to change careers to learn UI design, what are the employment prospects?","When many people choose a technology to learn, they will ask how the technology will develop in the future?",0,0,0,Women's occupation
Gender,6142,"Why doesn't China have affirmative action movements like race, gender equality, LGBT, etc. like the United States?",Because the level of social civilization has not evolved to this point.,1,2,2,LGBT
Gender,8035,Do boys think gay men are disgusting?,"Gay men also have a similar psychological mechanism, which can be compared to Tie T’s disgust for straight men and gay men’s disgust towards women (projected as physical repulsion, but I’m afraid it doesn’t reach the level of “disgust”).",1,2,3,Homosexual
Gender,6887,"Why do some girls dislike the word ""virtuous""?",Ads for soda. [Ice and cool summer] [Friends party to drink xx] The soda advertisement in your eyes.,0,0,0,Disgust virtuousness
Gender,7168,"Why is it so angry to be called ""virtuous""?",Girls' desire for praise is probably like this: beautiful > good figure > temperamental > smart > kindness ≈ virtuous.,0,2,2,Disgust virtuousness
Gender,9070,Will the three-child policy make women face more discrimination and pressure in the workplace? How should we respond?,Fewer employment opportunities for women - women can't make a living on their own - women can only rely on men to secure their standard of living.,1,2,2,Women's occupation
Gender,12166,"As a sexual minority, do you ever want to cry?","Temperatures are plummeting here in the south. Out of the empty bedroom, holding an umbrella and walking aimlessly in the cold rain.",0,0,0,LGBTI
Gender,9344,"Women who are afraid of delaying their careers by having children, how good are their careers?","You don’t need a good career, it’s enough to be able to support yourself financially, save some money for emergency medical care and retirement, and live a quiet and boring life.",1,0,0,Women's occupation
Gender,9389,"Women who are afraid of delaying their careers by having children, how good are their careers?","That's right, we girls don't need to work, just have children at home and take care of the family.",0,1,2,Women's occupation
Gender,9329,"Women who are afraid of delaying their careers by having children, how good are their careers?",It took less than half a year for the respondent to write this answer and overcome all difficulties to go to work.,0,0,0,Women's occupation
Gender,12661,"When you know you're LGBTI, what do you do to make yourself better?","The ex is good-looking and has many followers on Weibo, but the school is not very good, but it does not affect him becoming one of the celebrities in the university town. He likes bears, but in fact, there are not many university bears.",1,0,0,LGBTI
Gender,7549,"How to view girls' dissatisfaction with ""boys like warm girls who are gentle and virtuous""?","After reading a lot of answers, I feel that the core of the problem is that everyone's understanding of virtuousness is not consistent.",0,2,2,Disgust virtuousness
Gender,7970,How do lesbians make life after 30 not pathetic?,"There is nothing in the world that is so sad, it is all saddened by oneself.",0,0,0,Homosexual
Gender,8617,Is there any way to discern LES?,"I'm a closet, but every time my colleagues discuss which star is gay or something like that, I'm afraid to speak up.",0,0,0,Lesbian
Gender,7959,How do lesbians make life after 30 not pathetic?,Suddenly flipped. we broke up.,0,0,0,Homosexual
