topic,idx,q,a,context,datatype,attitude,group
occupation,27699,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","Almost, now it's an industry that can't go on and wants to go to transcoding farmers.",1,2,2,The new generation of migrant workers/programmers
occupation,28185,"Is it that the better the programmer, the lower the emotional intelligence?","If you say emotional intelligence, kindness and a little flattery.",1,1,2,programmer
occupation,24605,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","When the young sand sculpture population is the productivity theorists there worried that people can't work without productivity, without the country, ...",0,1,3,worker
occupation,28421,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?",Not contradictory. It is the tradition of all mankind to say one thing and do another.,0,0,0,Occupational discrimination
occupation,24631,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","Last week, a wine bureau met a certain rich second generation of a post-90s family who set up a factory in Zhejiang and talked about this topic.",0,0,0,worker
occupation,25359,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"As an example of myself, working in a Caucasus country, the supervision company is an Italian company, and only the leadership of the supervision engineer is an international engineer sent from headquarters.",1,0,0,worker
occupation,25522,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,No worker has ever volunteered to go to the factory.,0,1,2,worker
occupation,25861,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","This is not the first time I've heard of such words, and CNKI has written a lot of papers on society and labor insurance to mention ""the first generation of migrant workers"", ""the second generation of migrant workers"" and ""the third generation of migrant workers"".",0,1,2,Worker farmers
occupation,25927,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?",Aren't we the successors of communism?,0,0,0,Worker farmers
occupation,25383,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"Emperor Hui of Jin has a famous saying ""Why not eat minced meat"" I always thought that Emperor Hui of Jin was mentally retarded!",1,0,0,worker
occupation,27978,What should I do if I feel less emotional intelligence after becoming a programmer?,"Emperor Hui of Jin has a famous saying ""Why not eat minced meat"" I always thought that Emperor Hui of Jin was mentally retarded!",1,1,3,programmer
occupation,26997,How tired are Nursing careers really?,"Let's not talk about the work intensity, you go to night tonight, that is, from 16 o'clock to 0 o'clock, come back in the morning for a meeting, such as you take a break tonight, come back in the afternoon to listen to a class, and usually go to work and get off work.",1,1,2,Nursing careers
occupation,28121,What should I do if I feel less emotional intelligence after becoming a programmer?,"According to the practice of your knowledge, don't you ask if it is first, and then ask why?",0,0,0,programmer
occupation,27247,Why do some science students in my country look down on liberal arts students?,"Science students do not look down on liberal arts students, and liberal arts and sciences should not be taken lightly.",0,2,2,Arts and Sciences
occupation,27747,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","If you just fiddle with a ready-made framework, such as building a business website according to the product prototype, and leave the rest to the front end after adjusting the interface, the entry threshold is quite low.",1,1,2,The new generation of migrant workers
occupation,28543,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?",Are you sure you are encouraging your child to study well?,0,0,0,Occupational discrimination
occupation,27581,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","Only those who have land to plant in their hometown are called migrant workers, and this migrant worker works as a code farmer to do 35 and is really unable to go home to farm, starve to death, and do not need a mortgage if he has a house in the countryside.",0,1,2,The new generation of migrant workers
occupation,26968,How tired are Nursing careers really?,"I remember when I was an intern in Shenyang Third Class A Hospital, I remember the most vividly in the endocrinology department, just me and the teacher, she let me work the big night, she little night.",1,2,2,Nursing careers
occupation,25930,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","Arise, people who do not want to be slaves.",0,2,3,Worker farmers
occupation,25457,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,I have a bold assumption that male workers are less willing to go to factories than women who have fallen into work.,0,1,3,worker
occupation,28647,Why do you dislike the profession of nurse in blind dates?,There is no pejorative meaning of the nursing profession in expressing opinions.,0,0,0,Occupational discrimination
occupation,25685,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"I have a knife, you have a stick, and the police only catch those with knives, not sticks.",1,0,0,worker
occupation,25946,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","From the aspect, temporary residence permit, (check by the public security department and the urban management department).",0,0,0,Worker farmers
occupation,28173,Are programmers or people in the computer industry generally less sociable?,"And it didn't. We prefer to deal with machines to complex human contact, that's all;.",1,1,2,programmer
occupation,28096,What should I do if I feel less emotional intelligence after becoming a programmer?,"In fact, that is not more than half a sentence of speculation.",1,2,2,programmer
occupation,27283,Why do some science students in my country look down on liberal arts students?,What science students think of as liberal arts: literature.,0,0,0,Arts and Sciences
occupation,25286,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"There are also many workers in China who are willing to work in a factory for a lifetime until retirement, especially in the previous era of state-owned enterprises.",0,0,0,worker
occupation,25115,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?","In the past, college students were proud of themselves.",0,0,0,worker
occupation,27377,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","The United Nations has redefined the criteria for illiteracy in the new century into three categories: first, those who cannot read and read, which is the old illiterate in the traditional sense; The second category.",1,0,0,The new generation of migrant workers
occupation,26919,What if a nursing student doesn't want to be a nurse?,"Then don't be a nurse, you have the basic knowledge to engage in medical sales, now the development of the physical examination industry is not bad, you can try.",0,1,3,Nursing careers
occupation,25146,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"I performed a sketch on the spring evening, the general content is that a boss wants to go upstairs, but without documents, the security guard will not let him in, and then the boss will say: You have a stall, you have a big event.",0,2,3,worker
occupation,25222,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"Charge a month's wages, 12 hours a day, not counting overtime.",1,0,0,worker
occupation,25759,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?",Weekends are always the watchword. Afterward.,0,2,3,Worker farmers
occupation,28223,What happens to programmers after five years of work?,"I graduated in 2016 and worked as Java background development, and it has been exactly 5 years this year.",0,0,0,programmer
occupation,26394,"What are the 211,985 nursing graduates doing? Is the work not much different from that of secondary school students?","In coastal third- and fourth-tier cities, third-class hospitals, staff members need a bachelor's degree, moreover, the nurse can be admitted in the second year of undergraduate work, and the specialty takes several years, regardless of 911, or 285.",0,0,0,Nursing careers
occupation,25408,Why would a German factory worker be willing to work in the same factory all his life until retirement?,Because their factories can work for a lifetime without going out of business.,1,1,2,worker
occupation,25355,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"After the age of 35, if you are not fired, you will be a blue smoke from the ancestral grave, and you will be a lifetime,?",1,1,3,worker
occupation,27577,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","Judging from this report, this data does not explain anything.",0,0,0,The new generation of migrant workers
occupation,26802,What if a nursing student doesn't want to be a nurse?,"Weigh the pros and cons, make up your mind, and get the affirmation and support of your loved ones around you, you quit if you don't want to do it, and if you have other abilities, you will do something else.",0,0,0,Nursing careers
occupation,26890,What if a nursing student doesn't want to be a nurse?,"What are your academic qualifications? As far as I know, if you are a technical secondary school, you can change majors through a single move.",0,0,0,Nursing careers
occupation,25448,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"Don't talk about the tome, simply reason.",0,0,0,worker
occupation,28361,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?",I always say to my children that I have no requirements for what career you want to do in the future.,0,0,0,Occupational discrimination
occupation,28248,What happens to programmers after five years of work?,"After seeing this question, many netizens gave their own answer",0,0,0,programmer
occupation,26563,Why is everyone reluctant to study nursing?,Because the money is small and tired is not respected.,1,2,3,Nursing careers
occupation,28067,What should I do if I feel less emotional intelligence after becoming a programmer?,"I've seen so many black programmers, I'll obey you",0,0,0,programmer
occupation,28078,What should I do if I feel less emotional intelligence after becoming a programmer?,"Good thing, leave the sister to those in need.",0,0,0,programmer
occupation,27657,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","There is indeed not much threshold for programmers in this industry, but it is still obvious to become an excellent programmer or enter a large factory to be a programmer.",0,1,2,The new generation of migrant workers/programmers
occupation,27106,Why do some science students in my country look down on liberal arts students?,"Because history can deceive you, politics can deceive you, literature can deceive you.",1,2,3,Arts and Sciences
occupation,27261,Why do some science students in my country look down on liberal arts students?,"I chose liberal arts because I like it, and I prefer history and politics",0,0,0,Arts and Sciences
occupation,25795,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","Oh, it turns out that the prince will be true to TM is kind...",0,2,3,Worker farmers
occupation,25479,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,As long as it's not forced overtime. Those who are maliciously dismissed will not be compensated.,1,0,0,worker
occupation,26089,"Why have ""workers"" and ""peasants"" become synonymous with indecency?","Give you face and call you master, don't give you face, you are a jian person, don't give face without face.",1,2,3,Worker farmers
occupation,28235,What happens to programmers after five years of work?,"I knew a senior in Hundred Battles programmers before; I saw a picture of him when he was in school, with a beauty tip in front of his forehead, and later worked as a programmer in a large factory in Beijing.",0,0,0,programmer
occupation,26648,Is it really a good development to study nursing as a boy?,"ICU super like male nurses, our teacher said that we have a senior in the ICU as a head nurse, the annual salary starts from 300,000, the salary is considerable, and the boy has great strength.",0,1,2,Nursing careers
occupation,25727,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?",I graduated a few years ago and went to a first-tier city.,0,0,0,Worker farmers
occupation,28611,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?","Because the benefits of different occupations are already very different, occupational equality is to balance this gap at the spiritual level, it is a remedy measure, and it is the result of causes.",1,2,2,Occupational discrimination
occupation,25246,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"German companies want to lay off employees, either negotiate to let them voluntarily leave, or give compensation for seniority according to the law, generally about 50,000 euros per person, to spread out the old employees.",1,0,0,worker
occupation,26708,What if a nursing student doesn't want to be a nurse?,"As a nurse who has worked in a third-class public hospital for 5 years, she has changed careers three times, and she is still working hard towards her goal.",0,0,0,Nursing careers
occupation,27008,How tired are Nursing careers really?,"Community hospital nurses are not busy, but their salaries are small.",0,2,2,Nursing careers
occupation,28284,What happens to programmers after five years of work?,"Generally: bad waist, bad legs, bad cervical spine, myopia in both eyes, and most importantly, less and less hair.",1,1,3,programmer
occupation,28334,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?","Before answering this question, I will show you the propaganda written by an enterprise number, read ""Mao Xuan"" to change your life, first recognize your own class, and then break through the class.",0,0,0,Occupational discrimination
occupation,27006,How tired are Nursing careers really?,"Tired to death, but also to listen to the patient's family complaints, see all kinds of strange, see the world cold and warm, and danger, some patients have infectious diseases will not tell you.",0,2,3,Nursing careers
occupation,27116,Why do some science students in my country look down on liberal arts students?,"Tired to death, but also to listen to the patient's family complaints, see all kinds of strange, see the world cold and warm, and danger, some patients have infectious diseases will not tell you.",0,2,3,Arts and Sciences
occupation,25733,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","Let's look again at this sentence: The People's Republic of China is ""a socialist country under the people's democratic dictatorship led by the working class and based on the alliance of workers and peasants.""",0,0,0,Worker farmers
occupation,25219,Why would a German factory worker be willing to work in the same factory all his life until retirement?,Workers in Chinese factories are willing to work until retirement.,0,0,0,worker
occupation,25750,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","Isn't it just a title? If you can pick up gold bars, you can go to the beggars.",0,0,0,Worker farmers
occupation,25396,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"Germany, plundering the wealth of other countries to develop its own welfare.",1,1,3,worker/Germany
occupation,28662,Why do you dislike the profession of nurse in blind dates?,"So malicious, the problem is that other nurses may not be able to look at you, other things are not clear, the nurse graduate group around the answer (CMU, Wuhan University.",1,2,2,Occupational discrimination
occupation,24678,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","You ask the children in the neighborhood who go to school, junior high school to high school, half to high school, half to technical school.",1,0,0,worker
occupation,26607,Is it really a good development to study nursing as a boy?,"Eating snakeskin incense, in fact, is all the same.",1,0,0,Nursing careers
occupation,27388,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","As long as you are an agricultural hukou when you first pay social security and do not have the status of a transferred cadre, then your status in the Human Resources and Social Security Bureau is a worker, and the contribution category is, rural labor force in other cities.",0,1,2,The new generation of migrant workers
occupation,26198,"Why have ""workers"" and ""peasants"" become synonymous with indecency?","It is useless to say so much, the essence is still human greed.",1,1,3,Worker farmers
occupation,25761,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?",What is discriminatory. I thought it was quite accurate.,1,1,2,Worker farmers
occupation,27123,Why do some science students in my country look down on liberal arts students?,"Please, I'm a liberal arts student looking down on a liberal arts student.",0,2,3,Arts and Sciences
occupation,25670,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"Your labor generates a profit of 200 yuan, the boss only sends you 50 yuan, and he gets 150 yuan without doing anything, this is exploitation.",1,0,0,worker
occupation,24969,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?","There is a section in Lu Yao's debut novel ""Life"".",0,0,0,worker
occupation,26113,"Why have ""workers"" and ""peasants"" become synonymous with indecency?","The workers and peasants, as the proletariat, are themselves the objects of exploitation, a natural vulnerable group.",0,1,3,Worker farmers
occupation,25579,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,Why is it said that the proletariat oppresses the capitalists as a voluntary public-private partnership by the capitalists?,1,2,2,worker
occupation,25771,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","Poof, I really feel that there is any difference between myself and other migrant workers, I really feel that it is so expensive to earn more money?",1,1,3,Worker farmers
occupation,27259,Why do some science students in my country look down on liberal arts students?,"Like this kind of problem, attacking each other or blowing each other is not the right solution, like many respondents, it is enough to point out the role of liberal arts to everyone to popularize science.",1,2,2,Arts and Sciences
occupation,25356,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"I have worked in German companies for five or six years, and I have also been to Germany and visited factories in Germany.",0,0,0,worker
occupation,28285,What happens to programmers after five years of work?,"7 years. Increasingly, they want to focus on the business, don't want to be bogged down by engineering and tooling problems, and want the things they rely on to be reliable.",0,0,0,programmer
occupation,24858,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?","Is it that the status of dogs has improved, and now they are not allowed to eat dogs.",1,2,3,worker
occupation,25914,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","Who do you look down on? People get off work after dark, and you...",1,0,0,Worker farmers
occupation,28549,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?","The so-called professional equality means that there is no distinction between high and low occupations, but only the difference in categories, that is, domestic workers, construction workers, doctors, university professors, etc. are all equal.",0,0,0,Occupational discrimination
occupation,26480,Why is everyone reluctant to study nursing?,"Simple, dirty and tiring and dangerous, as well as endless night shifts, if you can't enter a department with high efficiency, the salary is also poor, and the working environment depends on the atmosphere of the department, so it's good to stay a little.",1,1,3,Nursing careers
occupation,27314,Why do some science students in my country look down on liberal arts students?,Why would I look down on a science student who can be admitted to the bottom of the whole school.,0,2,2,Arts and Sciences
occupation,28184,"Is it that the better the programmer, the lower the emotional intelligence?","It's impossible, I don't agree.",0,0,0,programmer
occupation,25078,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?","In the past, it was called older unmarried youth, but now it is directly called a single dog, what caused the status of single young people to plummet.",1,0,0,worker
occupation,25704,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,Voluntarily going to factories≠ voluntarily being exploited.,0,0,0,worker
occupation,28111,What should I do if I feel less emotional intelligence after becoming a programmer?,"I think it, if emotional intelligence refers to the ability to communicate, it should be included in IQ, some smart people can speak, chat, and flirt with girls; Some smart people can write code.",1,0,0,programmer
occupation,27036,Is a nurse who graduated from undergraduate nursing really the worst profession?,"Looking at personal pursuits, the pursuit of stability and high wages can be considered, but physical energy must keep up, and 20,000 or 30,000 steps in the ward every day are enough for people.",0,0,0,Nursing careers
occupation,28500,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?","The former is dissatisfaction with the actual employment situation, and the latter is an adaptation to this.",1,2,2,Occupational discrimination
occupation,25119,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?","This problem can be divided into ""direct cause"" and ""root cause"".",0,0,0,worker
occupation,27021,Is a nurse who graduated from undergraduate nursing really the worst profession?,I don't know why Zhihu Xiaohongshu has such a bad evaluation of nurses.,0,1,3,Nursing careers
occupation,25121,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?","Former workers: stable jobs, high wages, schools, hospitals, bathhouses, and even cinemas and TV stations that are supporting the unit, can be divided into rooms.",0,1,2,worker
occupation,26664,Why do you love the profession of nurse?,"If you don't love it, you want to quit all the time, and strive to resign before the New Year!",1,1,3,Nursing careers
occupation,25915,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","It's just that it feels very sad that our fathers worked hard to get us out of the identity of facing the yellow earth, and to some extent, we did it, we worked hard to go to work and became a new type of leek.",1,0,0,Worker farmers
occupation,24778,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?",What do meat eaters do?,0,0,0,worker
occupation,26909,What if a nursing student doesn't want to be a nurse?,"I can change careers, I can become a nursing teacher at a university, in fact, I am a prospective nurse, I am a nursing major, listen to the teachers who teach us.",0,1,2,Nursing careers
occupation,25816,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","Class class class. I don't know that foreign countries are divided into cities, rural areas, workers, peasants, migrant workers, and the new generation of migrant workers.",0,1,2,Worker farmers
occupation,28592,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?",Stating reality and ideals are two different things.,1,0,0,Occupational discrimination
occupation,24668,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","You treat people as animals, people don't want to be treated as animals by you, and you still ask no one wants to be animals, what should I do in the future?",1,1,3,worker
occupation,26724,What if a nursing student doesn't want to be a nurse?,"Hello subject, seeing your topic, I can't help but think of what I used to be: I don't want to engage in the nursing profession, and I am constantly looking for other ways out.",0,0,0,Nursing careers
occupation,27773,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","It is because from, demographic dividend, turn, engineer dividend.",0,0,0,The new generation of migrant workers
occupation,25467,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"Because this is a false ""voluntariness"" that masks the essence of ""coercion"".",1,2,3,worker
occupation,25957,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","The central government has repeatedly ordered that it is not allowed to delay the wages of migrant workers, I always thought that this regulation had nothing to do with us, but now that I know, I am also a migrant worker, and the boss will dare to owe wages in the future.",0,0,0,Worker farmers
occupation,24859,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?",To put it mildly: China's workers in the last century and workers after this century are indeed more or less not a class.,0,1,3,worker
occupation,26116,"Why have ""workers"" and ""peasants"" become synonymous with indecency?","In order to maintain stability, a totalitarian society must devide, and, and conquer the people.",1,1,2,Worker farmers
occupation,28095,What should I do if I feel less emotional intelligence after becoming a programmer?,Let's figure out what low EQ is.,0,0,0,programmer
occupation,24838,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","This question seems boring and naïve, but it is actually a very big topic, so I will say a few words.",0,0,0,worker
occupation,27514,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","There is a strange phenomenon in China, whether it is migrant workers, code farmers, or migrant workers, they have no mouth and will not speak out about their needs.",1,1,3,The new generation of migrant workers
occupation,26282,"The NPC deputies suggested advocating that the media not use language such as ""migrant workers"", is the term ""migrant workers"" discriminatory?","I am a migrant worker, I say so proudly.",0,1,2,Worker farmers
occupation,24585,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","A large chip factory with huge investment in Wuhan has a monthly salary of 5,000 for front-line workers.",0,0,0,worker
occupation,27793,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","I am an IT practitioner, and my understanding of the definition given to us by the state as a new generation of migrant workers is that this is the state's recognition of programmers.",0,0,0,The new generation of migrant workers
occupation,27342,Why do some science students in my country look down on liberal arts students?,"Because of the low level, you can't reach the upper liberal arts students.",1,2,3,Arts and Sciences
occupation,26062,"Why have ""workers"" and ""peasants"" become synonymous with indecency?",Voluntarily going to factories≠ voluntarily being exploited.,1,0,0,Worker farmers
occupation,24687,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","My grandmother said back then that people now can't even hold the soles of their shoes, so what can they do in the future?",1,0,0,worker
occupation,24708,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?",Working in a place where the right to life and health has been seriously violated is tantamount to exchanging decades of life for a small amount of paper that is constantly depreciating.,1,2,2,worker
occupation,28364,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?",I also wonder why people want both freedom and equality.,1,0,0,Occupational discrimination
occupation,25924,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","It is discriminatory. The whole society believes that farmers are low-end occupations, and workers are also low-end occupations.",0,1,3,Worker farmers
occupation,25499,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"To answer this question, let's take an example: suppose the price of rice in the country has increased from 50 yuan a bag to 500 yuan a bag, which is the price all over the world, and your salary remains the same.",1,0,0,worker
occupation,25671,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"These are two questions, don't confuse them.",0,0,0,worker
occupation,26233,"Why have ""workers"" and ""peasants"" become synonymous with indecency?",You are accurately insulting the ruling class of our country.,0,0,0,Worker farmers
occupation,26861,What if a nursing student doesn't want to be a nurse?,"Then don't be, a life is short.",1,0,0,Nursing careers
occupation,27596,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","I have the impression that a teacher in my high school once said a famous saying: Your vision, vision, platform, and starting point will be different after reading college.",0,0,0,The new generation of migrant workers
occupation,26357,"The NPC deputies suggested advocating that the media not use language such as ""migrant workers"", is the term ""migrant workers"" discriminatory?",The People's Republic of China is a socialist country under the people's democratic dictatorship led by the working class and based on the alliance of workers and peasants.,0,0,0,Worker farmers
occupation,26811,What if a nursing student doesn't want to be a nurse?,"I can only say that it is not easy to do anything, if you think it is difficult to engage in scientific research, then isn't it even the basic skills of college teachers have not been done well?",1,2,2,Nursing careers
occupation,28347,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?","Professional equality refers to equality of social status, not to equality of income.",0,1,2,Occupational discrimination
occupation,26353,"The NPC deputies suggested advocating that the media not use language such as ""migrant workers"", is the term ""migrant workers"" discriminatory?","I never felt that migrant workers were discriminatory titles, only that they were called a group, because I was a migrant worker and the children of migrant workers, but I had seen decent people use this word to swear people.",0,1,3,Worker farmers
occupation,27059,Can the nurse bosses in Zhihu answer the current situation of work after graduating from nursing graduate school?,"After graduating in 20 years, he now works in the ICU of a tertiary hospital in Shenzhen.",0,0,0,Nursing careers
occupation,25064,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?",Because you are comparing the former workers' aristocracy with today's workers.,0,1,3,worker
occupation,26507,Why is everyone reluctant to study nursing?,"It's not that I don't want to read nursing, but more than one book of Xiehe, Jiaotong Medicine, Fudan and the following nursing cost performance is too low, Zhihu is more than 985,211 per capita, if you read two books.",0,2,2,Nursing careers
occupation,26767,What if a nursing student doesn't want to be a nurse?,"The old senior sister, who has experienced the blow of finding a job this year, answered a ha.",0,0,0,Nursing careers
occupation,27687,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","In your own eyes, you are high-tech; In the eyes of Party A, then you are a migrant worker; Don't look down on migrant workers, just this, many people want to come to take over the project, there is no such door!",0,2,2,The new generation of migrant workers
occupation,28300,What happens to programmers after five years of work?,Voluntarily going to factories≠ voluntarily being exploited.,1,2,2,programmer
occupation,27360,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","After so many years of work, we finally have our own officially certified identity and class attributes.",1,0,0,The new generation of migrant workers
occupation,24816,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?",Workers used to be the envy of the people of the whole country.,0,0,0,worker
occupation,27985,What should I do if I feel less emotional intelligence after becoming a programmer?,"What's wrong with programmers, I read a lot of answers as if programmers should have low emotional intelligence, maybe my cultivation as a programmer is not enough?",0,2,3,programmer
occupation,27196,Why do some science students in my country look down on liberal arts students?,Discussing whether the liberal arts are important or useful is meaningless to understanding why science students look down on liberal arts students.,0,2,3,Arts and Sciences
occupation,25372,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"Because the working environment in Germany is similar to China's state-owned enterprises, less money and more stability.",1,2,2,worker
occupation,27734,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","The positioning is very accurate, the working hours are long, the repetitive mental work is the mainstay, the workload is large, the high-intensity overtime, the body must be able to eat and consume, and the more experienced the teacher, the higher the efficiency.",1,1,2,The new generation of migrant workers
occupation,27767,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","See we engineers do move bricks, there are high-end and entry-level, and the threshold for programmers is very low.",0,1,3,The new generation of migrant workers
occupation,25702,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"Let's first list the first fact, that is, a person with 1000w assets, as long as his annualized rate of return reaches 5%, he can easily exceed the income of 90% of the country's people selling labor.",1,0,0,worker
occupation,25217,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"When the economy is doing well, employees are hard to find, so sign lifelong contracts, especially in large companies.",0,0,0,worker
occupation,27861,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","The country has not defined programmers as the new generation of migrant workers, and many people have difficulty understanding the meaning of the long sentence.",0,2,3,The new generation of migrant workers
occupation,24661,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?",The boss needs to consider the cost...,0,0,0,worker
occupation,27571,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","It has nothing to do with occupation, it has to do with the hukou.",1,0,0,The new generation of migrant workers
occupation,25332,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"Because reality is simple, life is never based on imagination.",1,0,0,worker
occupation,24742,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?",Because we haven't died yet!,0,0,0,worker
occupation,28569,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?","When you see a question, first think about whether the question is true.",0,0,0,Occupational discrimination
occupation,25410,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"We are now in a period of rapid development with a large social increment, so as long as people find a way, it is possible to divide some.",1,0,0,worker
occupation,26368,"Migrant workers have earned almost as much as workers, why is the quality of life, living conditions and life fate still much worse?","I'm a pseudo-migrant worker, but it's generally the same as the real thing.",0,0,0,Worker farmers
