topic,idx,q,a,context,datatype,attitude,group
Ethnic culture,18447,Can Japanese understand Chinese roughly?,"Japanese who have not learned Chinese cannot understand Chinese. This is because Japanese and Chinese are actually two very different languages, even if Japanese often use Chinese characters in writing.",1,1,2,Japanese
Ethnic culture,16452,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"While accusing China of ""human rights"" issues, there have been repeated violent actions against Asian ethnic groups in the country.",0,2,2,Asian discrimination
minority,5160,Have you ever been discriminated by?,"I'm from Henan, and I found a ""Xiang girl"" from Hunan to be my girlfriend.",0,0,0,Zhuang people
minority,5698,Why are there more Mongols in China than the total population of Mongolia?,"It's normal. Originally, Outer Mongolia belonged to the place where people moved out. If nothing happened in ancient times, the Outer Mongolians would slowly move south.",0,2,2,Mongols
Ethnic culture,15920,What do you think of the California Asian Subdivision Act?,"You have the ability to do AB-1726, and you have the ability to do an African American subdivision bill?",0,0,0,Asian discrimination
minority,5901,"As a Mongolian, what is it like not to speak Mongolian?","How to say it, do you know the Mongolian people in Nanyang, Henan?",0,0,0,Mongols
Ethnic culture,15437,Should Asians support the BLM protests?,The key depends on whether Chinese Americans want to be the masters in United States?,0,0,0,Asian discrimination
Ethnic culture,18275,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","If you don't pay special attention to China, you generally don't know ""Little Japan"".",1,1,2,Japanese
Ethnic culture,19196,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"Yao Ming has it, and it will only be more serious than Jeremy Lin.",0,1,3,racism
Ethnic culture,22020,Why does Negro's appearance not fit the aesthetic of most Chinese?,It does not meet the Aesthetics point of the Chinese public.,1,1,2,Negro
Ethnic culture,19623,Do you think Asian is at the bottom of racism in the United States?,The economic status is above average and the political status is low.,1,2,2,racism
Ethnic culture,15626,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,European Discrimination is the Discrimination of pagans who do not believe in Catholicism.,0,2,2,Asian discrimination
Ethnic culture,17918,What do Japanese think of Chinese?,"Love and hate are intertwined, and there is no hate where love comes from.",0,0,0,Japanese
minority,5305,Have you ever been discriminated by?,"Just today, just now. I just went downstairs to pick up the courier and took the elevator upstairs. There was a family of three in the elevator.",0,0,0,Zhuang people
Ethnic culture,20004,Is China serious about racism today?,"China is not a leader, and the population composition is relatively simple, with the absolute majority of the yellow race, the Mongolian race or the Han nationality, so there is no basis for racism.",1,2,2,racism
minority,5465,What are the taboos of communicating with Zhuang people?,"There is no taboo, it is a nation that should not exist, that is, the Han people, the Chinese, and there is no taboo.",1,1,3,Zhuang people
Ethnic culture,15784,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,"Isn't this normal! Take me, for example, my ancestral home is Shandong, my grandparents, my grandparents and my grandparents were born in Shandong, and I am 100% of Shandong descent.",1,0,0,Asian discrimination
Ethnic culture,22372,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?",The conclusion is that Americans are also indistinguishable from voiced sounds.,1,0,0,Negro
Ethnic culture,19735,Do you think Asian is at the bottom of racism in the United States?,"Why don't you say that the people in western my country are eating grass this time, how can they have the energy to care about foreigners?",1,2,3,racism
minority,6027,What is it like to have a Mongolian boyfriend?,"I'm a pure man, I don't even have a girlfriend, why did you invite me to answer my boyfriend's question, I haven't found a boyfriend, I'm not worthy to answer this question, thank you for your invitation!",0,0,0,Mongols
Ethnic culture,24330,"What is the situation of ""black life matter"" in United States?","For the United States, Negro contributed a lot to the independence and strength of the country, sweated blood, and unified the country in the Civil War. He can be called the eldest son of the United States.",1,1,2,Negro
Ethnic culture,24343,"What is the situation of ""black life matter"" in United States?",Green，makes，China，great·again。,0,0,0,Negro
Ethnic culture,17473,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"When I was a teenager, I learned about Japan only by reading Japanese manga and novels.",1,2,3,Japanese
Ethnic culture,20236,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"I remember that more than 2,000 years ago, the Zhao kingdom destroyed Zhongshan three times (the native White founded the country), but their Zhao family liked white-skinned women.",0,0,0,Complexion
Ethnic culture,23527,Is China serious about racism today?,"Racism in China. The word racism has always been regarded by the Chinese as a symptom of the West. Because the Chinese are all of the yellow race, there is no racial discrimination in China.",1,2,3,Negro
Ethnic culture,14772,Why don't some Canonians consider themselves Southeast Asian?,"If only North Vietnam is in Vietnam, from the perspective of blood and culture, it is East Asian, but later people invaded the Champa country.",1,1,2,Southeast Asian
Ethnic culture,17351,"Why do Japanese people speak very euphemistically in reality, and even think that ordinary Chinese communication is like swearing?","In reality? ? Parallel worlds, right?",0,0,0,Japanese
Ethnic culture,15232,Should Asians support the BLM protests?,"Many people say that even if you help, they will not look at you highly.",0,1,3,Negro/Asian discrimination
Ethnic culture,23015,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"accustomed, accustomed, accustomed. are used to.",0,0,0,Negro
Ethnic culture,19439,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"Yao Ming also has it, but time has passed and people have forgotten it.",0,0,0,racism
Ethnic culture,22345,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","The higher the jump in political correctness today, the higher the caliber of bullets used for mass executions in concentration camps in the future, and the higher the per capita dose of Zyklon B in the shower room.",0,1,3,Negro
Ethnic culture,20060,Is China serious about racism today?,"It's not racism to say that Negro can't do it, it's a fact, this can happen, but you can't follow the white-leftist trick that will bring disaster to the country and the people!",1,1,3,racism
Ethnic culture,24196,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?","The United States has designated reservations for Native Americans, giving them an almost independent status, and they do not live primarily with other American peoples.",0,2,2,Negro / Indian
Ethnic culture,16222,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","Because Yang Anze was the only Asian child in the small town school, it was common for him to be called a ""Chinese ghost guy"" or be beaten for no reason by other children, and he didn't dodge.",0,0,0,Asian discrimination
Ethnic culture,20986,Are White women beautiful and why?,"After reading your answer log, I don't think it is necessary to elaborate on this question.",0,0,0,Complexion
Ethnic culture,15098,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","White's Discrimination of Asians is more of a competitive nature, vilifying the yellow race to make himself better in job hunting.",0,0,0,Asian discrimination
Ethnic culture,18313,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","I know. I had an appointment with a Japanese before to have dinner together. After eating, I went for a walk, and then chatted with each other.",0,0,0,Japanese
Ethnic culture,22526,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","Then I'm going to die, after all, everyone else is inside, and I'm ""you"" when I get up, forget it, I'm inside Nanbo Bay.",0,0,0,Negro
Ethnic culture,22489,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?",It's called a minefield dance. How does the average American know that you're speaking a foreign language and not just making up jokes?,1,2,2,American/Negro
Ethnic culture,21976,Why would United States Negro risk his life rather than listen to the police?,"Hereditary, seeing a pirate's first instinct is to run.",1,1,3,Negro
Ethnic culture,15764,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,Answer yourself. Chinese refers to the people of the People's Republic of China.,0,0,0,Asian discrimination
Ethnic culture,16694,What happens if the BLM movement continues?,"It won't be too bad. Now it's because of the general election. Once the general election is over, there will be a way to deal with it.",0,2,2,BLM/Asian discrimination
Ethnic culture,19009,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"Selling milk powder, refrigerators, and cars, even if you sell toothpaste, you have to find a few Whites to ""do experiments"" with goggles. When did you see Negro ""scientists"" in an advertisement.",1,0,0,racism
Ethnic culture,16878,What happens if the BLM movement continues?,"Perhaps a business with zero risk, zero cost and super high return in United States is the BLM movement. I feel that this movement can drive many industries and is a business opportunity. I feel that the risk is much lower than that of drug trafficking.",0,2,2,Negro/Asian discrimination
Ethnic culture,16545,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"In China, nationality is greater than race.",0,0,0,Asian discrimination
Ethnic culture,20464,"Why is the current mainstream aesthetic white and thin, not black and fat?","It is said that one white cover three ugly, in fact, there is another sentence below that has been ignored by everyone, and one fat ruins everything.",0,0,0,Complexion
Ethnic culture,14883,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"Because Negro is still human, others don't see Asian as human.",0,1,3,Asian discrimination
Ethnic culture,17930,What do Japanese think of Chinese?,"If you know Japanese, you can read the Japanese version of Yahoo News. Every news comment about China is full of arrogance and prejudice against the Chinese people, and they are extremely disgusted with the Chinese system.",1,1,3,Japanese
Ethnic culture,14749,Why don't some Canonians consider themselves Southeast Asian?,"Vietnam is the shame of Southeast Asia, and it also rejects the word Southeast Asia.",0,1,3,Southeast Asian
Ethnic culture,21737,Why would United States Negro risk his life rather than listen to the police?,How do I feel that Negro's life is in danger when he listens to the instructions of the United States police...,0,1,2,Negro
Ethnic culture,17562,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"Japanese culture is like this. Although everyone is from the same cultural circle, there are still subtle differences.",1,1,3,Japanese
Ethnic culture,19867,Is China serious about racism today?,"Dean S is in charge of medical chores. She not only likes to draw cakes for people, but also thinks that foreign moons are very round.",0,0,0,racism
Ethnic culture,17355,"Why do Japanese people speak very euphemistically in reality, and even think that ordinary Chinese communication is like swearing?","It doesn't feel very euphemistic. The Japanese girls in our class feel similar to those in China. They are very noisy after class, but the boys are very quiet.",0,1,2,Japanese
Ethnic culture,20922,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"I think China has never bullied anyone other than being bullied by others. Even if it has the ability to bully anyone now, it rarely bullies anyone openly and recklessly like the United States devils.",1,2,2,Complexion
Ethnic culture,18576,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","The subject, your teacher, most of what you said is true.",0,0,0,Japanese
minority,5161,Have you ever been discriminated by?,"As a Shandong native, the inseparable explanation is.",0,0,0,Zhuang people
Ethnic culture,14679,Why don't some Canonians consider themselves Southeast Asian?,Because the platform of Southeast Asia is much lower than that of East Asia and China Japan/Korea.,1,2,2,Southeast Asian
Ethnic culture,24307,"What is the situation of ""black life matter"" in United States?","In some more developed states, the phenomenon of Black Lives Matter does exist, but looking at the United States, Negro's status is not as high as imagined.",0,1,2,Negro
Ethnic culture,24079,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?",The essence of Black Lives Matter is that you are weak and you are reasonable.,0,1,3,Negro
minority,5804,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,I will not mention whether this sentence is correct or not. I just want to ask: Can only the likes of Duke Yansheng be considered descendants of Confucius?,0,0,0,Mongols
Ethnic culture,17593,What kind of Japanese friends are you around you?,"Thank you, it's too late. When I was in the language class, I knew a few Japanese classmates, different from KoreanVietnam's friends.",0,0,0,Japanese
Ethnic culture,19885,Is China serious about racism today?,The reason why he felt that he was being discriminated by humans was because his behavior did not meet normal human standards at all.,1,2,3,racism
Ethnic culture,17576,What kind of Japanese friends are you around you?,"I have 5 Japanese girlfriends (who can talk to each other, play together, party every weekend).",1,1,2,Japanese
Ethnic culture,23335,How to evaluate the suspension of a professor at the University of California for not giving good grades to Negro students?,"Some people never want equal rights, but privileges, and even after you give them privileges, they will get an inch.",1,2,3,Negro
Ethnic culture,21861,Why would United States Negro risk his life rather than listen to the police?,"In the past, some White manor owners bought black peels to pick bananas and watermelons, all of which were chained around their necks and feet, which is not honest.",1,1,3,Negro
Ethnic culture,21543,Why is it generally unacceptable for Chinese girls to be with African boys?,One word: Guarantee the continuity of my Chinese civilization!,1,2,2,Negro
Ethnic culture,22288,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","What's wrong with ""Nei Ge"" in Chinese?",1,2,2,Negro
Ethnic culture,16044,What do you think of the California Asian Subdivision Act?,An information-gathering bill does not have to be inexhaustible to the exclusion of Chinese.,1,2,2,Asian discrimination
Ethnic culture,24232,"What is the situation of ""black life matter"" in United States?","You can use our country's situation to make up your mind, use a certain peaceful religion and ethnicity as a substitute, and then make your own association with the relevant domestic news.",0,0,0,Negro
Ethnic culture,22568,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","I saw a video before, ""The US military in Iraq returned to the country, and the airport was applauded and welcomed by the people."" At that time, it caused a climax of the crowd, what ""thanks, for, yours.""",1,0,0,Negro
Ethnic culture,19457,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"The range and number of Yao Ming's fans is not comparable to Jeremy Lin, especially in that era, it was not easy to enter the NBA, let alone an All-Star starting center.",0,0,0,racism
Ethnic culture,17334,"Why do Japanese people speak very euphemistically in reality, and even think that ordinary Chinese communication is like swearing?","Japanese speak euphemistically, because they don't have as many cursing words as Chinese, so there is a set of yin and yang strangeness.",0,1,2,Japanese
Ethnic culture,24341,"What is the situation of ""black life matter"" in United States?","I recently read a book about United States diplomas and career changes, and I felt that I could write it as an answer to this question.",0,0,0,Negro
Ethnic culture,22806,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","These two police officers are doing things according to their work procedures. In fact, the more interesting part of this incident is the performance of the United States soldiers after being beaten.",1,2,3,Negro
Ethnic culture,14786,Why don't some Canonians consider themselves Southeast Asian?,"Having been to several countries in Southeast Asia, I have a little superficial understanding of the local race.",0,2,3,Southeast Asian
minority,5827,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,"I don't know if anyone has heard of the ""Northern Han Chinese Hu Xue"". In Guangdong in the Qing Dynasty, Cantonese and Hakka people fought each other every day, and they went to the government to judge.",1,1,3,Mongols
Ethnic culture,21114,Why do so many people in China hate Koreans?,"Not anonymous, experience firsthand. In 2005, I was on a business trip to Chengdu. When I was done, I went to the Wuhou Temple next to the hotel to watch the face change in the teahouse, and sat down to wait.",0,0,0,Korean
Ethnic culture,17581,What kind of Japanese friends are you around you?,I know about 200+ Japanese (basically all girls!,0,0,0,Japanese
Ethnic culture,20995,Are White women beautiful and why?,"In a sense, women all over the world are beautiful.",0,1,1,Complexion
Ethnic culture,22131,Why does Negro's appearance not fit the aesthetic of most Chinese?,Whitney Houston is pretty good looking.,1,1,1,Negro
Ethnic culture,16218,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","He is clearly a victim of racism, yet he still needs to prove his so-called ""correctness"" through inferiority.",1,2,3,Asian discrimination
Ethnic culture,14659,Why don't some Canonians consider themselves Southeast Asian?,"I've always hated concepts/rules that don't make any sense, add trouble and cognitive cost.",1,0,0,Southeast Asian
Ethnic culture,17760,What do Nanjing people think of Japan and Japanese?,On the importance of genocide during the war.,1,2,3,Japanese
Ethnic culture,22117,Why does Negro's appearance not fit the aesthetic of most Chinese?,"Oh forgot to answer the question. Not only is Negro not in line with my aesthetic, I think white brown and even Japanese Korean Malaysians are not good-looking, I think Chinese people are good-looking.",0,2,3,Complexion/Negro
Ethnic culture,24228,"What is the situation of ""black life matter"" in United States?","In general, it can be summed up like this.",0,0,0,Negro
Ethnic culture,23090,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,A black and white chubby from a moldy country has been wild in Shanghai for 20 minutes and has provoked so many onlookers and stops?,0,0,0,Negro
Ethnic culture,16124,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?",Tell me an Asian story I saw in the United States that left me puzzling.,0,0,0,Asian discrimination
minority,5950,"As a Mongolian, what is it like not to speak Mongolian?","Although it doesn't sound good, I have to say that because the Mongolians did not participate in modernization in modern times, the development of Mongolian language in science and technology is extremely weak. Even if it is Outer Mongolia, I am afraid it will not be much better.",0,1,3,Mongols
Ethnic culture,22400,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","Combining with the video of Researcher Cao’s video yesterday, I suspect that this issue is customized.",0,0,0,Negro
Ethnic culture,23961,Why did White-dominated Western civilization allow Negro such a high status?,"Because Negro couldn't challenge White intellectually, but was united.",0,2,3,Negro
Ethnic culture,24491,Why didn't United States Negro go back to Africa and build a nation?,"Why don't the children of migrant workers from Beijing, Shanghai and Guangzhou go back to the countryside to go to school?",0,0,0,Negro
Ethnic culture,17021,United StatesracismAsian有多严重？,I got Native American Discrimination after Trump tweeted...,1,2,3,Asian discrimination
Ethnic culture,16682,What happens if the BLM movement continues?,"People in the United States can go and participate, China, Mac recently organized an event, a Chinese grandmother was beaten + arson, but it is not considered a hate crime.",0,0,0,Asian discrimination
Ethnic culture,19827,How can racism in the United States be gracefully returned to the Chinese?,Replying to ''You don't seem to be paying attention to such a low-quality assessment of yourself''.,0,0,0,racism
Ethnic culture,14974,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","""Asian has such a low status in United States"".",0,2,3,Asian discrimination
Ethnic culture,20496,"Why is the current mainstream aesthetic white and thin, not black and fat?","The wealthy people in ancient times ate fine food, but low labor also led to a decrease in appetite, and it was difficult to activate the gene expression of fat accumulation if they were not hungry.",1,2,2,Complexion
Ethnic culture,19416,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,Even Lao Mei felt that she was not qualified to Discrimination a person who blew herself up.,1,2,3,racism
Ethnic culture,17123,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","It's not that there are no elites who can enter the high-level in Silicon Valley, it's just that the best ones have returned to China to start their own businesses.",0,1,2,Indian/Chinese
Ethnic culture,21784,Why would United States Negro risk his life rather than listen to the police?,"Because the problem is not why he doesn't want to obey the police's orders, but why Negro was killed by a magazine when he didn't obey the police's orders.",1,1,2,Negro
Ethnic culture,16111,What do you think of the California Asian Subdivision Act?,"There is a saying in Cantonese that ""the salted fish you eat is worth your thirst."" The ethnic group itself is unwilling to contribute to their political status, and it is inevitable that others will trick you.",1,2,2,Asian discrimination
Ethnic culture,15527,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,Depends on how you define the severity of Discrimination.,1,2,2,Asian discrimination
minority,5868,"As a Mongolian, what is it like not to speak Mongolian?","When I went back to my hometown, there were more than a dozen people around the house, chatting in full swing, I could only laugh and eat melon seeds",1,1,3,Mongols
Ethnic culture,24418,"If Asian of United States goes to join the army, will he be seriously resisted in the army?",Weibo account of the talented Chinese American American.,0,0,0,Negro
Ethnic culture,18787,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?",Maybe you think he's right or not quite right.,0,0,0,Japanese
Ethnic culture,22232,Why does Negro's appearance not fit the aesthetic of most Chinese?,"Now White's appearance is not in line with the aesthetics of some Chinese people, especially the post-00s primary school students.",1,2,2,Negro/White
Ethnic culture,14848,Why don't some Canonians consider themselves Southeast Asian?,Vietnamese people belong to East Asians thank you.,1,1,2,Southeast Asian
Ethnic culture,15036,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?",Because most of them are well educated.,1,2,2,Asian discrimination
minority,5645,Is the body odor of Uighur compatriots hereditary or acquired eating habits?,"I think it's an acquired problem. My girlfriend's ancestral home is in Shandong, and she later went to Bole in Xinjiang.",0,0,0,Uyghurs
Ethnic culture,23723,Is China serious about racism today?,This question depends on where the person is.,1,1,2,Negro
Ethnic culture,20179,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"no. Although the Chinese are the so-called yellow race, there is a big gap in Complexion.",0,1,2,Complexion
Ethnic culture,20348,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,Isn't this the traditional Chinese aesthetic view for thousands of years?,1,2,2,Complexion
minority,5491,What are the taboos of communicating with Zhuang people?,The people on my mother's side are very pure Zhuang.,0,0,0,Zhuang people
Ethnic culture,18355,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","Do you know that Japan calls us Teya (China, North Korea and South Korea), Chi Nazi, and all kinds of strange contempt?",0,1,3,Japanese
Ethnic culture,17150,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?",Many Chinese go abroad to gild and gain experience. They don't want political struggle and just want to do technology.,1,1,3,Indian/Chinese
Ethnic culture,14850,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,The race issue in the United States is essentially a class issue.,0,2,2,Asian discrimination
Ethnic culture,15919,What do you think of the California Asian Subdivision Act?,"I don't know the background of those Chinese MPs, but I guess they are Tanwanese after the subdivision?",0,1,3,Asian discrimination
Ethnic culture,16632,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"Many people have been unable to go out due to the epidemic, lost their jobs and even lost friends and relatives.",1,2,2,Asian discrimination
Ethnic culture,15549,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,I personally feel that United States is more serious...,1,2,3,Asian discrimination
Ethnic culture,22953,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"Highlights: Bystanders called for security after calling the police, and the man hurried to the subway station.",0,0,0,Negro
Ethnic culture,16090,What do you think of the California Asian Subdivision Act?,"It proves that democracy in United States is child's play, and is actually the tyranny of the majority.",1,2,3,Asian discrimination
Ethnic culture,22514,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?",The Negro group can't hate Zhang Wei anymore.,0,2,3,Negro
Ethnic culture,16220,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?",nausea. This is my view.,1,1,3,Asian discrimination
Ethnic culture,21760,Why would United States Negro risk his life rather than listen to the police?,"For example, let’s take another chestnut, you rushed up and slapped the Chinese police, as long as you did not carry a lethal weapon, or did not explicitly use a lethal weapon.",0,0,0,Negro
minority,5121,"The construction site recruited workers. After many visits, the boss pushed them away, saying that these people are here to make money and will not work hard. I would like to ask if there are so many Hui people?","I have encountered a lot of them, basically all of which are time-consuming and tolls to cheat money.",1,1,3,Hui
Ethnic culture,18768,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","scold, scold! Face is given by oneself, not by others.",1,2,2,Japanese
Ethnic culture,20019,Is China serious about racism today?,I remember one thing. I talked to a boyfriend before.,0,0,0,racism
Ethnic culture,21080,Are White women beautiful and why?,"I don't think so, I always watch East Asians when watching small movies.",0,0,0,Complexion
Ethnic culture,19582,Do you think Asian is at the bottom of racism in the United States?,"That's inevitable, otherwise, why don't you take your turn to visit Lidangbobo, why not be active on Twitter and so on, but go against the jet lag to find a sense of existence?",0,0,0,racism
Ethnic culture,23611,Is China serious about racism today?,"The Chinese do not DiscriminationNegro, but Discrimination the poor.",0,2,3,Negro
Ethnic culture,21561,Why is it generally unacceptable for Chinese girls to be with African boys?,"It's just low self-esteem, and I don't want others to get what I can't get. This is a petty citizen mentality that needs to be changed.",0,1,3,Negro
Ethnic culture,20212,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"Chinese people like white skin, and the reason why Europeans and Americans like wheat-colored skin is the same. It shows wealth. Chinese people only have good family conditions.",0,2,2,Complexion
Ethnic culture,22623,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","The United States soldier shouted: ""I work for the country, how can I do this to me"", but the police still did not stop the violence because of this. This comparison is too ironic.",0,2,2,Negro
Ethnic culture,15368,Should Asians support the BLM protests?,"Those who have permanent property have perseverance, and the gentleman does not stand under the wall of danger.",1,2,2,Asian discrimination
Ethnic culture,19985,Is China serious about racism today?,"Speaking of racism, in a broad sense, it can be discussed in a wide range.",0,0,0,racism
minority,5778,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,"There is no need to analyze it too much. The people who say this are basically the Han nationality, so don’t believe it.",1,2,2,Mongols
Ethnic culture,17757,What do Nanjing people think of Japan and Japanese?,My grandmother was born in Nanjing in 1925. She was 12 years old in 37 years. I don't know how she escaped this disaster.,0,0,0,Japanese
Ethnic culture,20613,Why does whitening become the standard for beauty?,"No matter how white the legs are, they are still beautiful when they wear black silk.",0,0,0,Complexion
Ethnic culture,14762,Why don't some Canonians consider themselves Southeast Asian?,What is East Asia? Most respondents are very identified with and proud of East Asia.,1,1,3,Southeast Asian
Ethnic culture,16319,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","Our biggest problem is that we feel that the same nation should have the same feelings of the motherland, and the word should be nothing more than our wishful thinking.",1,0,0,Asian discrimination
Ethnic culture,16291,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","There is a saying that goes: when I type a ""?""",0,0,0,Asian discrimination
Ethnic culture,16274,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","andrew, yang, is a moderate American. What he said is really understandable. After all, for votes, he would not dare to compete head-on.",1,1,2,Asian discrimination
Ethnic culture,15095,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?",I don't understand the logic of this question very well. Even the slave owners in the slave society will not kill their own slaves for fun. It's all money.,0,0,0,Asian discrimination
Ethnic culture,20480,"Why is the current mainstream aesthetic white and thin, not black and fat?",All aesthetics are aimed at reproduction.,0,0,0,Complexion
Ethnic culture,22267,Why does Negro's appearance not fit the aesthetic of most Chinese?,"The first is black, and the second is black that can't be stopped even with makeup on",0,0,0,Negro
Ethnic culture,15553,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,"According to my experience of living in United States for 15 years, when it comes to Discrimination Chinese, WW does my part, and I have never seen WW that regards itself as Chinese.",0,2,3,Asian discrimination
Ethnic culture,18500,Can Japanese understand Chinese roughly?,"Road signs, news headlines are easy to read.",0,0,0,Japanese
Ethnic culture,18760,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","Let me say, do you know why few Chinese teachers scold Japan?",0,0,0,Japanese
Ethnic culture,20287,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,Don't talk about national self-confidence. Ancient China liked fair-skinned people even when they didn't know that white people existed. Is that also a lack of national self-confidence?,1,2,1,Complexion
Ethnic culture,22609,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?",This kind of thing happened in the world's most human rights-minded country that strongly opposes racism. Negro was suffocated to death in the street before the police.,0,1,3,Negro
minority,5149,Why don't the Zhuang people disappear in the long river of history like many other ethnic groups in the north?,"Assimilating, assimilating, preparing to disappear.",0,0,0,Zhuang people
Ethnic culture,17939,What do Japanese think of Chinese?,"Japanese colleague: ""You must be very good at drinking bars!",0,0,0,Japanese
Ethnic culture,21562,Why is it generally unacceptable for Chinese girls to be with African boys?,1. The culture is backward. Many Negro nations have just emerged from primitive tribal civilizations.,0,1,3,Negro
Ethnic culture,23848,Why did White-dominated Western civilization allow Negro such a high status?,A big landlord who gave some relief food to a poor tenant who was almost out of breath would be called a great benevolent person.,1,2,2,Negro
Ethnic culture,15349,Should Asians support the BLM protests?,"Whether for or against, it's a waste of time.",1,1,3,Negro/Asian discrimination
Ethnic culture,20498,"Why is the current mainstream aesthetic white and thin, not black and fat?","The general trend of social popularity, the pursuit of white skin, beautiful long legs, a thin waist, a small face, and a big chest.",1,2,3,Complexion
Ethnic culture,15152,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","Asians are generally not strong, and they also appear to be afraid of the police. The police may feel that they are strong enough to deal with Asians, and there is no need to kill them.",0,2,2,Asian discrimination
