topic,idx,q,a,context,datatype,attitude,group
region,1504,I would like to know what you guys think of Shanghainese?,"In fact, it is quite bitter, and the happiness is not high whether you have money or not.",1,1,3,Shanghainese
region,2022,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","You said, are the black northeasters fooling our young northeasters to go to the south to take over real estate, or for capital exploitation?",0,2,3,Northeasterners
region,3232,Why has the reputation of Henan people suddenly improved in the past year?,"Have it? At least in the anonymous answer to this question, I can't see that Henan people's reputation has improved.",1,2,3,Henan people
region,2419,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","How to look at it, it is very simple, it will be fine after a while.",1,2,2,Northeasterners
region,4371,Will Zhejiang fall to the second echelon in the near future?,"From the performance of this epidemic, everyone should already know about Zhejiang. Our big Zhejiang is a cow!",0,1,1,Zhejiang people
region,55,Is it normal for Shanghainese to have five million in the family?,"Not involved in the house, there are very few five million.",1,1,2,Shanghainese
region,764,"As a Shanghai drifter, what moment was you shocked by Shanghainese?",Say something that you will never forget.,0,0,0,Shanghainese
region,2805,Have you ever experienced Region discrimination firsthand?,"As the main force of the hack, the Northeasterners have become numb.",1,2,3,Region discrimination
region,4835,What is everyone's impression of Chaoshan people?,"To be honest, there will be a problem of this type of region (not limited to any region) in the future, and I will report one!",0,0,0,Chaoshan people
region,4373,Will Zhejiang fall to the second echelon in the near future?,"This, there is now a saying that the Southern Jiangsu model went bankrupt. Of course, I don't know who discovered it, but it also reflects the economic problems in Jiangsu, not to mention Guangdong.",1,1,2,Zhejiang people
region,1426,I would like to know what you guys think of Shanghainese?,"Selfishness, indifference, power, looking down on people.",1,1,3,Shanghainese
region,431,How serious is Region discrimination in Shanghai?,"The more local the place is, the more xenophobic it is",1,2,3,Shanghainese
region,2236,What do you think of Northeasterners?,"It's not intentional black, but I have indeed encountered many Northeasterners in my work, both students and colleagues, and they do have one common feature: just talk and don't do it.",0,1,3,Northeasterners
region,1728,What do Northeasterners think of the Northeasterners?,"The Northeast, when I mention the Northeast, I think of the heating that starts in October and ends in April, the cabbage that will turn into sauerkraut when I buy four or five hundred pounds, and the chicken stewed mushrooms that are essential for New Year's Eve.",0,1,2,Northeasterners/Northeasterners
region,1352,What should I pay attention to when working with Shanghainese?,"In terms of language, the standard language implemented in my country is Putonghua.",0,0,0,Shanghainese
region,4642,Is Region discrimination serious in Zhejiang?,"I am from a small rural village in Ningbo, Zhejiang Province. The region discrimination in Zhejiang is not so serious. There is indeed some xenophobia.",0,2,2,Zhejiang people
region,4611,Is Region discrimination serious in Zhejiang?,Not too serious (I think Zhejiang people are still very good).,0,1,1,Zhejiang people
region,2397,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?",Just throw a few pictures and see what the faces of those black Northeast people are!,0,2,3,Northeasterners
region,4239,Will Zhejiang fall to the second echelon in the near future?,"A natural phenomenon, flowers are not in full bloom, and the tides ebb and flow to be trendy.",1,0,0,Zhejiang people
region,1073,What does Shanghainese look like in your eyes?,"Shanghainese is really good at chatting, and the socialites are probably talking about Shanghainese.",0,1,1,Shanghainese
region,3257,Why has the reputation of Henan people suddenly improved in the past year?,"There is a reason for the poor reputation of Henan people. In the early days of reform and opening up, there were many Henan people and they were too poor, so they stole and cheated!",0,1,3,Henan people
region,198,Are Shanghainese really richer?,"In addition to the demolition households, there are very few who struggle on their own.",1,1,2,Shanghainese
region,4716,Is Region discrimination serious in Zhejiang?,Discrimination against Zhejiang people by people outside the province is absolute.,0,2,3,Zhejiang people
region,3123,What do you think of Region discrimination or region bias?,The online real-name system allows people to bring swords and guns~ To put it bluntly.,0,1,3,Region discrimination
region,4785,What is everyone's impression of Chaoshan people?,"There are many customs, and the rewarding months are different.",1,1,2,Chaoshan people
region,415,How serious is Region discrimination in Shanghai?,The discrimination against non-locals in Shanghai is actually magnified by many non-local friends in their imagination and cheering.,0,2,2,Shanghainese
region,3661,Where is the worst place in China to be hacked by Region discrimination?,"It used to be Henan and Northeast China, but Henan seems to have gotten better in the past two years.",1,2,2,Zhejiang people
region,709,Why are so many people in other places hostile to Shanghainese?,"Everyone scolded ( ), everyone wanted to go ( ), went to the airport ( ) frantically queued, college graduates frantically took ( ) Hukou/green card, the first choice for employment ( ).",0,0,0,Shanghainese
region,700,Why are so many people in other places hostile to Shanghainese?,"Because they are poor there, they are jealous of Shanghai, and people in poor places are bad.",1,2,3,Shanghainese
region,3250,Why has the reputation of Henan people suddenly improved in the past year?,How did Henan people's reputation improve?,0,1,2,Henan people
region,4992,How does Chaoshan people feel to you?,"I think where the Chaoshan people are. Generally speaking, I have been to the three Chaoshan cities, but I have no special feelings about the characters of Shantou and Chaozhou people.",1,1,2,Chaoshan people
region,4017,Why do most Zhejiang people marry only people from the province?,"I think this is a false proposition, whichever provincial marriage object must be the provincial people.",0,2,3,Zhejiang people
region,2602,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","When I came to Sanya 20 years ago, my brother was Northeasterners, and it was very bad!",0,0,0,Northeasterners
region,5056,How does Chaoshan people feel to you?,"Chaoshan people? My mother is a Chaoshan people, although I don't know much about them, but many Chaoshan people give me the first, feeling that they are united and rich.",0,1,1,Chaoshan people
region,927,"As a Shanghai drifter, what moment was you shocked by Shanghainese?",The master is no longer in the same group as me.,0,0,0,Shanghainese
region,239,Are Shanghainese really richer?,"Depends how you define it. Beginning with 310225, although the family has several suites, urban, suburban, and outer suburbs.",1,1,2,Shanghainese
region,3200,Why has the reputation of Henan people suddenly improved in the past year?,"Because more than ten years ago, people who arranged region black and various jokes.",1,1,2,Henan people
region,1166,What should I pay attention to when working with Shanghainese?,"Wherever Shanghai appears, there is always a black carnival in the region.",1,1,3,Shanghainese
region,4571,Is Region discrimination serious in Zhejiang?,Strongly answer. More common conversations after going abroad.,0,0,0,Zhejiang people
region,1665,What do Northeasterners think of the Northeasterners?,"Leisure, comfortable, comfortable, comfortable, cordial, warm and full of life.",1,1,1,Northeasterners
region,1957,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","It seems that in the black war in the region, the biggest losses are the cannon fodder in the south.",0,1,3,Northeasterners
region,1523,Are Northeasterners a good mix in the South?,"Heilongjiang people are now in Changsha, and they feel pretty good.",1,0,0,Northeasterners
region,4774,"It is said that Chaoshan people are good at business, is it true? What is the manifestation?","Every college student has a ""business"" Chaoshan brother...",1,1,2,Chaoshan people
region,3567,"Speaking of Henan people, what was your first impression?","Most of them are definitely good, but the scumbags are definitely more opportunistic, and they were cheated for 10,000 yuan the first time they did business with the Henan people.",1,1,2,Henan people
region,4535,Is Region discrimination serious in Zhejiang?,"People from Dongyang discriminate against people from Jiangxi, and they are generally called Jiangxi people.",0,2,3,东阳人/Zhejiang people/江西人
region,4366,Will Zhejiang fall to the second echelon in the near future?,"Zhejiang is definitely not. After all, you see, this new coronavirus incident, Zhejiang did not bad.",1,1,2,Zhejiang people
region,4361,Will Zhejiang fall to the second echelon in the near future?,"Does the Zhejiang model not work? ? On the contrary, the last two years have happened to be the golden stage of Zhejiang's development. I don't believe that we can look at the growth rate of Zhejiang's total capital.",0,0,0,Zhejiang people
region,4453,Is Region discrimination serious in Zhejiang?,"I feel that people from northern Zhejiang are answering this question. As people from southern Zhejiang can't bear it, people from Wenzhou are angry!",0,1,3,Zhejiang people
region,2305,What do you think of Northeasterners?,"It is Chinese, there are good people and bad people, and most of them are ordinary people.",1,1,2,Northeasterners
region,4258,Will Zhejiang fall to the second echelon in the near future?,"There is a stove in the house, and there is plenty outside.",0,0,0,Zhejiang people
region,4055,Why do most Zhejiang people marry only people from the province?,"I remember quarreling with a northerner when I was studying in college. He finally asked me about my background, and I said I was from a rural area.",0,0,0,Zhejiang people
region,3329,Why has the reputation of Henan people suddenly improved in the past year?,"Henan people don't care, why are you asking this question?",1,1,2,Henan people
region,4363,Will Zhejiang fall to the second echelon in the near future?,"If Zhejiang falls to the second echelon, then who would dare to call himself the first echelon?",0,1,2,Zhejiang people
region,781,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Several young mothers with children dragged their suitcases into Line 2 of the subway, and the carriage became lively all of a sudden.",0,0,0,Shanghainese
region,848,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","After reading Gao Zan's answer, I felt a little bit.",1,0,0,Shanghainese
region,1528,Are Northeasterners a good mix in the South?,"Northeasterners in Jiangsu, Zhejiang, Shanghai, North, Guangzhou and Shenzhen are generally elite talents.",0,1,1,Northeasterners
region,2245,What do you think of Northeasterners?,"The stupid dog from Liaoning and Hebei that I know, who claims to be bright and generous, is actually very careful, double standards are extremely, he always thinks that he is right, and he will worry with you when he does things that are not in line with his wishes.",0,1,3,Northeasterners
region,2297,What do you think of Northeasterners?,The good reputation of the Northeast is due to the old iron in Heilongjiang.,0,0,0,Northeasterners
region,1409,I would like to know what you guys think of Shanghainese?,"Just now, I had Region discrimination against Shanghainese.",0,1,3,Shanghainese
region,787,"As a Shanghai drifter, what moment was you shocked by Shanghainese?",What could be more shocking than the alternating traffic of Shanghai's elevated cars.,1,1,2,Shanghainese
region,3841,What do provincials think of Zhejiang people?,"I went abroad to study in a private high school in junior high school, but I have never been to Zhejiang. I have classmates from all over the country in the school. I have friends from Ningbo and Hangzhou who I have known since I was a teenager, and now they are working.",0,0,0,Zhejiang people
region,1698,What do Northeasterners think of the Northeasterners?,"As a foreigner, forcibly answer a wave!",0,0,0,Northeasterners
region,1306,What should I pay attention to when working with Shanghainese?,Is the probationary period extended because Shanghainese is not spoken?,0,2,3,Shanghainese
region,2333,What do you think of Northeasterners?,"College students, a couple from the south, and students from the northeast, emmmmm, gave me the impression that they especially like smoking and drinking, including girls (this is indeed a bit difficult to accept).",0,1,3,Northeasterners
region,1675,What do Northeasterners think of the Northeasterners?,How can you think about it. I'll go back after I resign.,0,0,0,Northeasterners
region,4636,Is Region discrimination serious in Zhejiang?,"I think the concept of Region discrimination is very vague. Every place has its own sense of pride. In the eyes of people from other provinces, this sense of pride is sometimes interpreted as Region discrimination.",0,2,2,Zhejiang people
region,3941,Why do most Zhejiang people marry only people from the province?,"As a Zhejiang people, I feel that getting married to a person from a different cultural circle requires adjustment and accommodation.",1,2,2,Zhejiang people
region,4632,Is Region discrimination serious in Zhejiang?,"My Yuhuan people do discriminate against foreigners, especially Jiangxi people (I don’t know why, even in middle and high school, Jiangxi people will be regarded as swearing words).",0,2,3,Zhejiang people/江西人
region,2579,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","Tianxi has few literary talents, and is famous far and near.",0,0,0,Northeasterners
region,2433,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","Although there are scumbags everywhere, there may be a lot of scumbags in the Northeast that everyone encounters.",0,2,3,Northeasterners
region,1820,What do Northeasterners think of the Northeasterners?,"The Northeast is my eternal spiritual hometown and motherland, because people who speak the same language and have the same customs as I do live here, outside the Northeast.",0,0,0,Northeasterners
region,4543,Is Region discrimination serious in Zhejiang?,"Taizhou people answer one. Taizhou, as the last prefecture-level city in Zhejiang Province, may not have a say in this issue.",0,1,3,Zhejiang people
region,4240,Will Zhejiang fall to the second echelon in the near future?,"Zhejiang is now taking a crooked path, and Zhejiang relies on a developed private economy for survival.",0,1,3,Zhejiang people/Zhejiang
region,646,Why are so many people in other places hostile to Shanghainese?,"Let’s take an example. There are ten people in a village. They were all very poor at first. Later, one went out to work to make money, and then came back to renovate the house and buy a car.",0,0,0,Shanghainese
region,4461,Is Region discrimination serious in Zhejiang?,My classmates in Yiwu said that he could only marry from Yiwu if his mother wanted him; my classmates from Wenzhou said he could only marry from Wenzhou if his mother wanted her; then they were still single in college.,0,2,3,Zhejiang people
region,2441,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?",I am a Northeasterners. Sit upright.,0,1,2,Northeasterners
region,4456,Is Region discrimination serious in Zhejiang?,"Zhejiang people. Before I went to university, I had no prejudice between the north and the south, and I once yearned for the Greater Khingan Mountains and winter in the northeast.",0,0,0,Zhejiang people
region,2559,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","Must be secretly laughing. People who say that Shandong is the official standard will go to the Northeast, and they will not laugh if they are not hacked.",1,2,3,Northeasterners
region,2249,What do you think of Northeasterners?,"I am from Shandong and came to Harbin to go to university. There are six of my roommates in the university, five of them and two in the next room. Their good buddies are from a town in the northeast.",0,0,0,Northeasterners
region,4801,What is everyone's impression of Chaoshan people?,"It's pretty good. In terms of superiority, emmmmm has never felt it at all. During communication, he will not force others to do things they don't want to do, even if he thinks it is within common sense.",1,1,2,Chaoshan people
region,1273,What should I pay attention to when working with Shanghainese?,"Ah, seriously, I work for a company that is 95% Shanghainese. Our company has more than 200 people. As you can imagine, the whole company is basically Shanghainese.",1,0,0,Shanghainese
region,1866,What do Northeasterners think of the Northeasterners?,"Others are good, just a little more salary, so that you don't have to float out, and you can live your own life in peace when you come back. I miss my skewers, pot-wrapped meat, and sauerkraut.",1,1,2,Northeasterners/Northeasterners
region,2757,How to get along with Northeasterners on the Internet?,Bold and unrestrained.,1,1,2,Northeasterners
region,1992,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","He was born in Heilongjiang, and now he has settled in Jinan, and his parents are still in Heilongjiang.",0,0,0,Northeasterners
region,1620,Are Northeasterners a good mix in the South?,It's better not to come if you don't change your habit.,0,0,0,Northeasterners
region,3726,Where is the worst place in China to be hacked by Region discrimination?,"I have a shameful parents Region discrimination, my home Guangzhou.",0,1,3,Zhejiang people
region,4404,Why is Zhejiang's discrimination against central and western provinces so serious?,"Stop kidding, the discriminatory usage is called ""Wang Debiao.",1,2,3,Zhejiang people
region,5060,How does Chaoshan people feel to you?,"Envy, you can eat authentic Chaoshan porridge, Chaoshan beef hot pot and other delicacies every day.",1,1,3,Chaoshan people
region,4712,Is Region discrimination serious in Zhejiang?,"As a Zhejiang people, I say that I love my hometown very much. Maybe Jin Liqu has a relatively weak sense of presence in the province?",1,1,2,Zhejiang people
region,4492,Is Region discrimination serious in Zhejiang?,"From the perspective of the big concept of Zhejiang, I don't think there is any discrimination worth talking about among the people of Zhejiang.",0,2,2,Zhejiang people
region,4527,Is Region discrimination serious in Zhejiang?,Huzhou people... The kind of people who are deeply abandoned and unhappy to step out of the house...,1,1,3,Zhejiang people
region,2244,What do you think of Northeasterners?,"Northeasterners forget about profit, bully the soft and fear the hard, form gangs, fight and fight, and they will pay for it. After contacting a lot of friends, only the Northeasterners are willing to stay far away.",0,1,3,Northeasterners
region,1041,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","At night, there were no cars on the road, and I saw a passerby quietly waiting for the traffic light.",0,0,0,Shanghainese
region,490,How serious is Region discrimination in Shanghai?,"Shanghai's history is not long, but now Shanghai is the largest and earliest immigrant city, so it is also the earliest city to form a society of strangers.",1,0,0,Shanghainese
region,174,Are Shanghainese really richer?,"The locals outside the outer ring are not rich, but they live a comfortable life.",1,1,3,Shanghainese
region,1940,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","In 2018, the per capita GDP of each province, Liaoning was about 8,000 higher than that of Sichuan.",1,1,2,Northeasterners
region,2266,What do you think of Northeasterners?,"Anyway, I will never go to the south in my life, not even to go to a university in the south, nor to make friends with people from the south. There are problems in the customs in the south.",0,1,3,Northeasterners
region,4370,Will Zhejiang fall to the second echelon in the near future?,"Not professional, I feel that the innate conditions in the north of Zhejiang are excellent, and the innate conditions in the south of Zhejiang are not the first echelon.",0,2,2,Zhejiang people
region,1518,Are Northeasterners a good mix in the South?,"I am Northeasterners, and I have no sense of identity and intimacy with southerners, especially in Jiangsu, Zhejiang, Shanghai and Guangdong and Guangxi.",0,1,3,Northeasterners
region,3231,Why has the reputation of Henan people suddenly improved in the past year?,"Region black has a long history in our nation. Although it is said that the palms of the hands and the backs are all meat, the palms of the hands and the backs of the hands are still different.",1,2,2,Henan people
region,3037,Have you ever experienced Region discrimination firsthand?,I think it's more of a discrimination between regular workers and informal workers (temporary workers).,1,1,2,Region discrimination
region,3947,Why do most Zhejiang people marry only people from the province?,"People from outside the province think that we like fertilizer and water not to flow into the fields of outsiders, but it's not.",1,2,2,Zhejiang people
region,2332,What do you think of Northeasterners?,Why do so many people underestimate it?,0,0,0,Northeasterners
region,4427,Why is Zhejiang's discrimination against central and western provinces so serious?,"Foreign discrimination in Zhejiang is not bad, where is it not discriminatory?",0,2,3,Zhejiang people
region,2228,What do you think of Northeasterners?,Let me fire a map cannon. Definitely not a small proportion.,0,1,2,Northeasterners
region,3372,Why has the reputation of Henan people suddenly improved in the past year?,"Seeing is better than seeing. I went to Henan to play in person. I went to Luoyang first. The environment of the whole city is still very high-quality, and it is very friendly to ask for directions. Then I went to Dengfeng and stayed in a youth hostel.",0,1,1,Henan people
region,2825,Have you ever experienced Region discrimination firsthand?,"Yes, in this year's epidemic, there is severe Region discrimination.",0,2,2,Region discrimination
region,4390,Why is Zhejiang's discrimination against central and western provinces so serious?,"Zhejiang people don't discriminate against the central and western provinces, they are just petty citizens who are xenophobic.",1,1,3,Zhejiang people
region,2782,Have you ever experienced Region discrimination firsthand?,"I have experienced it myself, more than once.",0,0,0,Region discrimination
region,128,Are Shanghainese really richer?,"If you don't die too hard and your luck is not too bad, it's generally okay.",1,1,2,Shanghainese
region,795,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","It's been a few years, and now it's back home.",0,0,0,Shanghainese
region,1442,I would like to know what you guys think of Shanghainese?,"Foreigners can't, foreigners can, even third world countries.",1,1,3,Shanghainese
region,3506,"I don't know why there are always many people scolding Henan people, what the hell did Henan people mess with you? Do Henan people have a grudge against you?","Move China, do you see it? Every year is the most Henan people.",1,1,3,Henan people
region,1359,What should I pay attention to when working with Shanghainese?,"The more low-tech jobs, the more Shanghai has an advantage, because it is the first to get the moon.",1,1,3,Shanghainese
region,4081,Why do most Zhejiang people marry only people from the province?,"Zhejiang people look down on people from other provinces, that's a question.",1,1,3,Zhejiang people
region,2356,What do you think of Northeasterners?,"I grew up in the Northeast, and now I go to college in Jiangsu. The Northeast is poor, not the kind of poverty in the remote mountainous areas, but the poverty that came to an end after the prosperity and could not keep up with the times.",0,1,3,Northeasterners
region,4302,Will Zhejiang fall to the second echelon in the near future?,Jiangsu is developing rapidly. Zhejiang is sluggish?,0,0,0,Zhejiang people
region,2951,Have you ever experienced Region discrimination firsthand?,"In the past few years, the Internet has gotten better. In 2016 and 2017, the entire Internet was scolding the Northeast. For this, I scolded the region online and scolded several accounts.",0,2,3,Region discrimination
region,946,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","I am not a drifter, but there is an experience I will never forget.",0,0,0,Shanghainese
region,1366,I would like to know what you guys think of Shanghainese?,"There is no harm if there is no comparison. I have come into contact with 2 indigenous female leaders, both during internships.",0,0,0,Shanghainese
region,76,Are Shanghainese really richer?,"When working in Shanghai, the two Shanghai colleagues are very characteristic.",1,1,2,Shanghainese
region,3414,Why has the reputation of Henan people suddenly improved in the past year?,"Henan people are okay, I am really scared of Hubei people",1,0,0,Henan people
region,3056,What do you think of Region discrimination or region bias?,All kinds of high votes are politically correct.,1,1,3,Region discrimination
region,692,Why are so many people in other places hostile to Shanghainese?,"Look at the only three labels this question has: ""Shanghainese"", ""Xenophobic"", ""Outsiders.",0,1,2,Shanghainese
region,2738,How to get along with Northeasterners on the Internet?,"Don't approach Northeasterners like the gang of beasts on the Internet to find material to black Northeasterners, others treat you badly because you are not good, not against you.",1,1,3,Northeasterners
region,847,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","When we left Shanghai, we helped the landlord find a new tenant (voluntary, the landlord is also very good), and a girl scolded that we had raised a cat and wanted to reduce the rent of 3,000.",0,1,2,Shanghainese
region,1793,What do Northeasterners think of the Northeasterners?,"Before I went to college, I thought about going to the South. I thought the South was very good. Of course, I didn’t feel bad after going, but I still felt good.",0,0,0,Northeasterners
region,4454,Is Region discrimination serious in Zhejiang?,Taizhou people really want to cry. Why is there such a lack of presence in the province?,1,1,2,Region discrimination /Zhejiang people
region,2284,What do you think of Northeasterners?,"In Nanjing, there is the case of Nanjing Judge Peng Yu. A case claims to have caused the moral decline of the Chinese people for 50 years. The people of Nanjing did not collectively say that the people of Nanjing University are against them.",0,1,3,Northeasterners
region,1005,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","That year, in order to save money, I went to Wujiaochang to buy milk by bicycle, and I was fined 20 yuan for going the wrong way.",0,0,0,Shanghainese
region,1736,What do Northeasterners think of the Northeasterners?,"My hometown is Harbin, I grew up in Dalian and went to university in Shenyang.",0,0,0,Northeasterners
region,2600,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","In the past, the good aspects had limited influence, and as long as there was negative news, it would be infinitely amplified. Moreover, most of the negative content in Northeast China this time was well-founded.",1,1,2,Northeasterners
region,2325,What do you think of Northeasterners?,"Well, I was sent to Changchun on a business trip by my mentor last year.",0,0,0,Northeasterners
region,4977,"Why do Chaoshan people like to call others Province Boy so much, and even Cantonese people are called Province Boy, don't they think of themselves as Cantonese?","Because the language is so different, it is completely different from Cantonese.",1,1,2,Chaoshan people
region,4694,Is Region discrimination serious in Zhejiang?,"Anything that does not combine the humanities to divide the region is a hooligan, especially the high votes",0,0,0,Zhejiang people
region,509,How serious is Region discrimination in Shanghai?,"I followed a ""Shanghai Yue Lao"" on Weibo before, and I accidentally browsed an article today, one of which required that ""ID card start with 310.",1,1,3,Shanghainese
region,1680,What do Northeasterners think of the Northeasterners?,"Winter is too long, and it will inevitably feel tired.",0,0,0,Northeasterners
region,4789,What is everyone's impression of Chaoshan people?,Maybe this answer is not very appropriate under this question.,1,0,0,Chaoshan people
region,15,Is it normal for Shanghainese to have five million in the family?,"Cash is less common, and total assets are common.",1,1,2,Shanghainese
region,1070,What does Shanghainese look like in your eyes?,"At least in the past few years, giving ambulances on Shanghai's roads will not be in the news, and I am used to it. Whether it is a 3-lane road or an elevated road, there will be no news reports on this matter.",1,1,2,Shanghainese
region,2948,Have you ever experienced Region discrimination firsthand?,"At that time, after the college entrance examination, I went to Shanghai to play around. My aunt’s house was in Shanghai. Once, I went to visit Jing’an Temple from Sanlin with relatives. I got off the bus and went to the toilet in a hurry.",0,0,0,Region discrimination
region,4394,Why is Zhejiang's discrimination against central and western provinces so serious?,"Since you asked the Zhejiang people what they think, the Zhejiang people will answer you: Does the term ""foreigner"" still mean discrimination?",0,0,0,Zhejiang people
region,644,Why are so many people in other places hostile to Shanghainese?,"Somehow, when I was a child, I used to send books to the mountains to donate money or something, and Shanghainese got such a good reputation as a result?",0,1,3,Shanghainese
region,5045,How does Chaoshan people feel to you?,Miss Chaoshan is really gentle and rare.,0,1,1,Chaoshan people
region,3664,Where is the worst place in China to be hacked by Region discrimination?,"Forty years ago, the central media began to take the lead in hacking Shanghai, and now it is not considered hacking. There is no semicolon in this one.",0,2,3,Zhejiang people
region,1150,What should I pay attention to when working with Shanghainese?,"I think the main question should be changed to ""What should I pay attention to when working well in a company?"" As for who our colleagues are, I have been working for more than ten years.",0,0,0,Shanghainese
region,719,Why are so many people in other places hostile to Shanghainese?,"From my experience in Shanghai, Shanghainese discriminate against Shanghainese…",0,1,3,Shanghainese
region,4953,What misconceptions do we have about Chaoshan people?,"As an authentic Chaoshan people, I think it is necessary to correctly view the advantages and disadvantages of traditional culture.",1,1,2,Chaoshan people
region,3077,What do you think of Region discrimination or region bias?,I feel that Region discrimination is a normal way of thinking.,0,2,3,Region discrimination
region,1088,What should I pay attention to when working with Shanghainese?,"First of all, I am a foreigner who has studied and worked in Shanghai for nearly 20 years.",0,0,0,Shanghainese
region,3185,Why has the reputation of Henan people suddenly improved in the past year?,"I am from Zhengzhou, Henan Province. I have rich experience. I have been to more than a dozen provinces, and there are several permanent residences.",1,1,2,Henan people
region,1459,I would like to know what you guys think of Shanghainese?,"What Shanghai is the most contractual spirit, are all **.",0,0,0,Shanghainese
region,105,Are Shanghainese really richer?,"Oh rich shit. A native of Shanghai, my father here is an old aborigines whose ancestors fished for generations. When my father finally got into college and worked in a school, he got a unit and a house in Xuhui Kangjian.",1,1,3,Shanghainese
region,3784,Where is the worst place in China to be hacked by Region discrimination?,"Hubei Province. Thinking about last year, not only on the Internet but also in reality, the multiple blows have not been relieved now.",1,1,3,Zhejiang people
region,3188,Why has the reputation of Henan people suddenly improved in the past year?,"At least in Xi'an, the reputation of Henan people has not suddenly improved in the last year.",0,1,2,Henan people
region,4178,Will Zhejiang fall to the second echelon in the near future?,"Uninvited, is this engaging in Region discrimination?",0,2,3,Zhejiang people
region,1022,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Riding a battery car while waiting for the red light, I heard a male voice in Shanghai dialect.",0,0,0,Shanghainese
region,2229,What do you think of Northeasterners?,"go to school there. The drivers there are very good, there are no lights, pedestrians walk on the sidewalk, and the four-wheeled vehicle has to rush past, or honk the horn frantically.",1,2,3,Northeasterners
region,1860,What do Northeasterners think of the Northeasterners?,"Feeling uneven distribution. The same job, or a workload, the salary difference is more than double.",1,1,3,Northeasterners/Northeasterners
region,4560,Is Region discrimination serious in Zhejiang?,"I have always felt that the Zhejiang people are relatively united, and it is rarely similar to the confrontation between southern and northern Jiangsu.",0,1,2,Zhejiang people
region,4550,Is Region discrimination serious in Zhejiang?,I am from Cixi. My mom marked a region for my love interest.,0,0,0,Zhejiang people
region,4729,"It is said that Chaoshan people are good at business, is it true? What is the manifestation?","Quite able to endure hardships, quite able to do business, family clan first, very close.",1,1,2,Chaoshan people
region,26,Is it normal for Shanghainese to have five million in the family?,"If it is said that the net worth is 5 million, it is very normal. After all, the housing price in Shanghai is currently so high, and a random house costs two or three million. It is still a suburb in the suburbs.",0,1,2,Shanghainese
region,4542,Is Region discrimination serious in Zhejiang?,"In the past when I was doing garment processing, I always felt that the local conquerors were corrupt elements. Later, I planned to open a factory in the Northeast.",0,0,0,Zhejiang people
region,2201,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","Given that you are from Sichuan, that family is better off than you.",0,0,0,Northeasterners
region,1126,What should I pay attention to when working with Shanghainese?,"Shanghainese, like people in other places, some are elegant, some are shrewd, some are incompetent, some are well-mannered, some are enthusiastic, some are righteous, some are bold, and some are violent.",0,1,2,Shanghainese
region,654,Why are so many people in other places hostile to Shanghainese?,"As a native of 310, it means that these people slander and despise Shanghainese, but they come to Shanghai honestly and try their best to have a Shanghai hukou.",0,2,3,Shanghainese
region,3929,Why do most Zhejiang people marry only people from the province?,"Even if you don't look for someone from your own province, you won't be able to look for you.",0,0,0,Zhejiang people
region,436,How serious is Region discrimination in Shanghai?,"I would like to ask, in this post, is Shanghainese discriminating against you, or are you discriminating against Shanghainese?",0,2,3,Shanghainese
region,886,"As a Shanghai drifter, what moment was you shocked by Shanghainese?",Jiangsu people. Studied at an international high school in Shanghai.,0,0,0,Shanghainese
region,3679,Where is the worst place in China to be hacked by Region discrimination?,Cantonese. It is said that the north of Guangdong is the north.,1,2,2,Zhejiang people
region,4145,Will Zhejiang fall to the second echelon in the near future?,This article was first published on the public account: Hangzhou Fangge.,0,0,0,Zhejiang people
region,1597,Are Northeasterners a good mix in the South?,"In a country where cars have the same track, books have the same text, and have the same ties for thousands of years, region is no longer a problem.",1,0,0,Northeasterners
region,515,How serious is Region discrimination in Shanghai?,Don't know what's the point of Region discrimination.,0,2,3,Shanghainese
